ID,PaperID,EntityName,EntityType
141,PMC2595834,NULL,NULL
142,PMC2595836,NULL,NULL
143,PMC2596456,NULL,NULL
144,PMC2599917,NULL,NULL
145,PMC2600137,NULL,NULL
146,PMC2600140,NULL,NULL
147,PMC2600151,NULL,NULL
148,PMC2600156,NULL,NULL
149,PMC2600164,NULL,NULL
150,PMC2600170,NULL,NULL
151,PMC2600183,NULL,NULL
152,PMC2600186,NULL,NULL
153,PMC2600208,NULL,NULL
154,PMC2600224,NULL,NULL
155,PMC2600239,NULL,NULL
156,PMC2600245,NULL,NULL
157,PMC2600275,NULL,NULL
158,PMC2600280,NULL,NULL
159,PMC2600297,NULL,NULL
160,PMC2600301,NULL,NULL
161,PMC2600308,NULL,NULL
162,PMC2600382,NULL,NULL
163,PMC2609860,NULL,NULL
164,PMC2609866,NULL,NULL
165,PMC2609874,NULL,NULL
166,PMC2609892,NULL,NULL
167,PMC2609897,NULL,NULL
168,PMC2612123,NULL,NULL
169,PMC2613168,NULL,NULL
170,PMC261871,NULL,NULL
171,PMC2627973,NULL,NULL
172,PMC2629987,NULL,NULL
173,PMC2630045,NULL,NULL
174,PMC2630738,NULL,NULL
175,PMC2630739,NULL,NULL
176,PMC2630742,NULL,NULL
177,PMC2630752,NULL,NULL
178,PMC2631702,NULL,NULL
179,PMC2631705,NULL,NULL
180,PMC2631706,NULL,NULL
181,PMC2634611,NULL,NULL
182,PMC2634619,NULL,NULL
183,PMC2634629,NULL,NULL
184,PMC2635700,NULL,NULL
185,PMC2638843,NULL,NULL
186,PMC2655771,NULL,NULL
187,PMC2657644,NULL,NULL
188,PMC2658058,NULL,NULL
189,PMC2659398,NULL,NULL
190,PMC2660689,NULL,NULL
191,PMC2660715,NULL,NULL
192,PMC2662633,NULL,NULL
193,PMC2662657,NULL,NULL
194,PMC2666290,NULL,NULL
195,PMC2671423,NULL,NULL
196,PMC2671446,NULL,NULL
197,PMC2672801,NULL,NULL
198,PMC2681116,NULL,NULL
199,PMC2681120,NULL,NULL
200,PMC2681122,NULL,NULL
201,PMC2681123,NULL,NULL
202,PMC2684665,NULL,NULL
203,PMC2687000,NULL,NULL
204,PMC2687021,NULL,NULL
205,PMC2687026,NULL,NULL
206,PMC2687032,NULL,NULL
207,PMC2687041,NULL,NULL
208,PMC2687769,NULL,NULL
209,PMC2688686,NULL,NULL
210,PMC2692115,NULL,NULL
211,PMC2692245,NULL,NULL
212,PMC2693389,NULL,NULL
213,PMC2694447,NULL,NULL
214,PMC2701178,NULL,NULL
215,PMC270692,NULL,NULL
216,PMC270701,NULL,NULL
217,PMC270703,NULL,NULL
218,PMC2708302,NULL,NULL
219,PMC2709019,NULL,NULL
220,PMC2709305,NULL,NULL
221,PMC2712425,NULL,NULL
222,PMC2713173,NULL,NULL
223,PMC2713514,NULL,NULL
224,PMC2713714,NULL,NULL
225,PMC2714687,NULL,NULL
226,PMC2719511,NULL,NULL
227,PMC2720240,NULL,NULL
228,PMC2721300,NULL,NULL
229,PMC2723407,NULL,NULL
230,PMC2723408,NULL,NULL
231,PMC2723411,NULL,NULL
232,PMC2723643,NULL,NULL
233,PMC2723995,NULL,NULL
234,PMC2725397,NULL,NULL
235,PMC2725817,NULL,NULL
236,PMC2725825,NULL,NULL
237,PMC2725831,NULL,NULL
238,PMC2725834,NULL,NULL
239,PMC2725837,NULL,NULL
240,PMC2725845,NULL,NULL
241,PMC2725846,NULL,NULL
242,PMC2725858,NULL,NULL
243,PMC2725870,NULL,NULL
244,PMC2725890,NULL,NULL
245,PMC2725895,NULL,NULL
246,PMC2725899,NULL,NULL
247,PMC2725901,NULL,NULL
248,PMC2725954,NULL,NULL
249,PMC2725959,NULL,NULL
250,PMC2725972,NULL,NULL
251,PMC2725986,NULL,NULL
252,PMC2727329,NULL,NULL
253,PMC2727346,NULL,NULL
254,PMC2728064,NULL,NULL
255,PMC2731837,NULL,NULL
256,PMC2732507,NULL,NULL
257,PMC2736877,NULL,NULL
258,PMC2738466,NULL,NULL
259,PMC2738509,NULL,NULL
260,PMC2744231,NULL,NULL
261,PMC2744235,NULL,NULL
262,PMC2744248,NULL,NULL
263,PMC2744260,NULL,NULL
264,PMC2744371,NULL,NULL
265,PMC2748061,NULL,NULL
266,PMC2749164,NULL,NULL
267,PMC2749972,NULL,NULL
268,PMC2750777,NULL,NULL
269,PMC2751450,NULL,NULL
270,PMC2756323,NULL,NULL
271,PMC2758170,NULL,NULL
272,PMC2758372,NULL,NULL
273,PMC2759641,NULL,NULL
274,PMC2760706,NULL,NULL
275,PMC2764311,NULL,NULL
276,PMC2768779,NULL,NULL
277,PMC2769243,NULL,NULL
278,PMC2772977,NULL,NULL
279,PMC2774646,NULL,NULL
280,PMC2775523,NULL,NULL
281,PMC2776825,NULL,NULL
282,PMC2779854,NULL,NULL
283,PMC2782110,NULL,NULL
284,PMC2784181,NULL,NULL
285,PMC2789331,NULL,NULL
286,PMC2792836,NULL,NULL
287,PMC2792852,NULL,NULL
288,PMC2795268,NULL,NULL
289,PMC2795274,NULL,NULL
290,PMC2795275,NULL,NULL
291,PMC2795279,NULL,NULL
292,PMC2796960,NULL,NULL
293,PMC2801125,NULL,NULL
294,PMC2801127,NULL,NULL
295,PMC2802488,NULL,NULL
296,PMC2804839,NULL,NULL
297,PMC2806086,NULL,NULL
298,PMC280685,NULL,NULL
299,PMC2807275,NULL,NULL
300,PMC2808147,NULL,NULL
301,PMC2808735,NULL,NULL
302,PMC2815989,NULL,NULL
303,PMC2816237,HOPE Accounts for Women,ORG
304,PMC2816237,National Institutes of Health,ORG
305,PMC2816237,Elizabeth W. Gonzalez,PERSON
306,PMC2816237,CDC,ORG
307,PMC2816316,NULL,NULL
308,PMC2819212,NULL,NULL
309,PMC2819850,NULL,NULL
310,PMC2819857,NULL,NULL
311,PMC2819876,National Institutes for Health,ORG
312,PMC2819880,NULL,NULL
313,PMC2819884,NULL,NULL
314,PMC2819894,NULL,NULL
315,PMC2820229,NULL,NULL
316,PMC2826557,NULL,NULL
317,PMC2826599,NULL,NULL
318,PMC2828081,NULL,NULL
319,PMC2828098,NULL,NULL
320,PMC2830095,NULL,NULL
321,PMC2834826,NULL,NULL
322,PMC2835915,NULL,NULL
323,PMC2837245,FRI,ORG
324,PMC2837245,US Public Health Service,ORG
325,PMC2839100,NULL,NULL
326,PMC2839116,NULL,NULL
327,PMC2840576,NULL,NULL
328,PMC2842971,NULL,NULL
329,PMC2846346,NULL,NULL
330,PMC2846721,NULL,NULL
331,PMC2851497,NULL,NULL
332,PMC2851503,NULL,NULL
333,PMC2851524,NULL,NULL
334,PMC2851528,NULL,NULL
335,PMC2851539,NPHI,ORG
336,PMC2852069,NULL,NULL
337,PMC2853730,NULL,NULL
338,PMC2854337,NULL,NULL
339,PMC2854541,NULL,NULL
340,PMC2857088,NULL,NULL
341,PMC2857234,NULL,NULL
342,PMC2857238,NULL,NULL
343,PMC2857256,NULL,NULL
344,PMC2857260,NULL,NULL
345,PMC2857263,NULL,NULL
346,PMC2857278,NULL,NULL
347,PMC2857283,NULL,NULL
348,PMC2857292,NULL,NULL
349,PMC2857293,NULL,NULL
350,PMC2857294,NULL,NULL
351,PMC2857301,NULL,NULL
352,PMC2857308,NULL,NULL
353,PMC2858623,NULL,NULL
354,PMC2861345,NULL,NULL
355,PMC2862077,NULL,NULL
356,PMC2862123,NULL,NULL
357,PMC2862324,NULL,NULL
358,PMC2865815,NULL,NULL
359,PMC2866402,NULL,NULL
360,PMC2868157,NULL,NULL
361,PMC2868826,NULL,NULL
362,PMC2869488,NULL,NULL
363,PMC2873123,NULL,NULL
364,PMC2873818,NULL,NULL
365,PMC2874076,NULL,NULL
366,PMC2874344,NULL,NULL
367,PMC2874350,NULL,NULL
368,PMC2874359,NULL,NULL
369,PMC2874380,NULL,NULL
370,PMC2874386,NULL,NULL
371,PMC2874435,NULL,NULL
372,PMC2875492,NULL,NULL
373,PMC2875498,NULL,NULL
374,PMC2875516,NULL,NULL
375,PMC2876770,NULL,NULL
376,PMC2876771,NULL,NULL
377,PMC2877908,NULL,NULL
378,PMC2878209,NULL,NULL
379,PMC2878213,NULL,NULL
380,PMC2878216,NULL,NULL
381,PMC2878219,NULL,NULL
382,PMC2878222,NULL,NULL
383,PMC2878233,NULL,NULL
384,PMC2881654,NULL,NULL
385,PMC2882804,NULL,NULL
386,PMC2887147,NULL,NULL
387,PMC2887692,NULL,NULL
388,PMC2888540,NULL,NULL
389,PMC2892069,NULL,NULL
390,PMC2892232,NULL,NULL
391,PMC2892358,NULL,NULL
392,PMC2896386,NULL,NULL
393,PMC2896657,NULL,NULL
394,PMC2896660,NULL,NULL
395,PMC2896853,NULL,NULL
396,PMC2897854,NULL,NULL
397,PMC2900379,NULL,NULL
398,PMC2902747,NULL,NULL
399,PMC2905936,NULL,NULL
400,PMC2910479,NULL,NULL
401,PMC2914825,NULL,NULL
402,PMC2915555,NULL,NULL
403,PMC2920743,NULL,NULL
404,PMC2921955,NULL,NULL
405,PMC2928092,National Research Foundation,ORG
406,PMC2928092,Tshikuwi Clinic,ORG
407,PMC2931414,NULL,NULL
408,PMC2934227,NULL,NULL
409,PMC293432,NULL,NULL
410,PMC2939679,NULL,NULL
411,PMC2939696,NULL,NULL
412,PMC2943745,NULL,NULL
413,PMC2950238,NULL,NULL
414,PMC2950283,NULL,NULL
415,PMC2952812,NULL,NULL
416,PMC2953987,NULL,NULL
417,PMC2954008,NULL,NULL
418,PMC2955907,NULL,NULL
419,PMC2956410,NULL,NULL
420,PMC2957877,NULL,NULL
421,PMC2957994,NULL,NULL
422,PMC2957997,NULL,NULL
423,PMC2958001,NULL,NULL
424,PMC2958006,NULL,NULL
425,PMC2963367,NULL,NULL
426,PMC2970802,NULL,NULL
427,PMC2970804,NULL,NULL
428,PMC2970923,NULL,NULL
429,PMC2972775,NULL,NULL
430,PMC2981509,NULL,NULL
431,PMC2989007,NULL,NULL
432,PMC3000162,NULL,NULL
433,PMC3000163,NULL,NULL
434,PMC3004184,NULL,NULL
435,PMC3004550,NULL,NULL
436,PMC3004603,Health & Human Services,ORG
437,PMC3004603,Center for Disease Control & Prevention,ORG
438,PMC300679,Genome Institute of Singapore—a new organization,ORG
439,PMC300679,Edison Liu,PERSON
440,PMC300679,Ren Ee Chee—to,PERSON
441,PMC3016760,NULL,NULL
442,PMC3016762,NULL,NULL
443,PMC3016764,NULL,NULL
444,PMC3016765,NULL,NULL
445,PMC3016766,NULL,NULL
446,PMC3016769,NULL,NULL
447,PMC3016775,NULL,NULL
448,PMC3016779,NULL,NULL
449,PMC3016786,NULL,NULL
450,PMC3016794,NULL,NULL
451,PMC3016795,NULL,NULL
452,PMC3020622,NULL,NULL
453,PMC3020624,NULL,NULL
454,PMC302190,NULL,NULL
455,PMC3023272,NULL,NULL
456,PMC3033066,NULL,NULL
457,PMC3033073,NULL,NULL
458,PMC3033076,NULL,NULL
459,PMC3033083,NULL,NULL
460,PMC3034341,NULL,NULL
461,PMC3035546,NULL,NULL
462,PMC3035547,NULL,NULL
463,PMC3035549,NULL,NULL
464,PMC3035552,NULL,NULL
465,PMC3035556,NULL,NULL
466,PMC3038234,NULL,NULL
467,PMC3043460,NULL,NULL
468,PMC3044533,NULL,NULL
469,PMC3044543,NULL,NULL
470,PMC3044548,NULL,NULL
471,PMC3048339,NULL,NULL
472,PMC3048347,NULL,NULL
473,PMC3048559,NULL,NULL
474,PMC3048788,NULL,NULL
475,PMC3052596,NULL,NULL
476,PMC3058805,NULL,NULL
477,PMC3070035,NULL,NULL
478,PMC3073043,NULL,NULL
479,PMC3080905,NULL,NULL
480,PMC3086179,NULL,NULL
481,PMC3086221,NULL,NULL
482,PMC3086227,NULL,NULL
483,PMC3086245,NULL,NULL
484,PMC3086253,NULL,NULL
485,PMC3091800,NULL,NULL
486,PMC3092360,NULL,NULL
487,PMC3104002,NULL,NULL
488,PMC3105739,NULL,NULL
489,PMC3106235,NULL,NULL
490,PMC3115743,NULL,NULL
491,PMC3119211,NULL,NULL
492,PMC3122129,NULL,NULL
493,PMC3127101,NULL,NULL
494,PMC3134386,NULL,NULL
495,PMC3135314,NULL,NULL
496,PMC3135331,BAWA,ORG
497,PMC3135331,AusAID,ORG
498,PMC3135331,WHO,ORG
499,PMC3135331,GARC,ORG
500,PMC3137928,NULL,NULL
501,PMC3140775,NULL,NULL
502,PMC3145309,NULL,NULL
503,PMC3147166,NULL,NULL
504,PMC3151452,NULL,NULL
505,PMC3152477,NULL,NULL
506,PMC3153145,NULL,NULL
507,PMC3153983,NULL,NULL
508,PMC3155220,NULL,NULL
509,PMC3155236,NULL,NULL
510,PMC3155237,NULL,NULL
511,PMC3159695,NULL,NULL
512,PMC3160165,NULL,NULL
513,PMC3160212,NULL,NULL
514,PMC3163031,NULL,NULL
515,PMC3165994,NULL,NULL
516,PMC3166015,NULL,NULL
517,PMC3166031,NULL,NULL
518,PMC3167587,NULL,NULL
519,PMC3168606,NULL,NULL
520,PMC3173582,NULL,NULL
521,PMC3175338,NULL,NULL
522,PMC3176547,NULL,NULL
523,PMC3178480,NULL,NULL
524,PMC3180220,NULL,NULL
525,PMC3181148,NULL,NULL
526,PMC3182538,NULL,NULL
527,PMC3197705,NULL,NULL
528,PMC3201685,NULL,NULL
529,PMC3202221,NULL,NULL
530,PMC3203237,NULL,NULL
531,PMC3204630,NULL,NULL
532,PMC3204776,NULL,NULL
533,PMC3205674,NULL,NULL
534,PMC3207220,NULL,NULL
535,PMC3213383,NULL,NULL
536,PMC3219739,NULL,NULL
537,PMC3222246,NULL,NULL
538,PMC3230552,NULL,NULL
539,PMC3230553,NULL,NULL
540,PMC3232392,NULL,NULL
541,PMC3242741,NULL,NULL
542,PMC3243747,NULL,NULL
543,PMC3245550,NULL,NULL
544,PMC3249548,NULL,NULL
545,PMC3255521,NULL,NULL
546,PMC3255543,NULL,NULL
547,PMC3258274,NULL,NULL
548,PMC3259383,NULL,NULL
549,PMC3262966,NULL,NULL
550,PMC3263053,NULL,NULL
551,PMC3266138,NULL,NULL
552,PMC3266166,NULL,NULL
553,PMC3270909,NULL,NULL
554,PMC3274743,NULL,NULL
555,PMC3277858,NULL,NULL
556,PMC3278322,NULL,NULL
557,PMC3290611,WHO,ORG
558,PMC3290942,NULL,NULL
559,PMC3290954,NULL,NULL
560,PMC3290960,NULL,NULL
561,PMC3291053,NULL,NULL
562,PMC3291226,NULL,NULL
563,PMC3291229,NULL,NULL
564,PMC3291234,NULL,NULL
565,PMC3291344,NULL,NULL
566,PMC3291347,NULL,NULL
567,PMC3291360,NULL,NULL
568,PMC3291362,NULL,NULL
569,PMC3291373,NULL,NULL
570,PMC3291383,NULL,NULL
571,PMC3291384,NULL,NULL
572,PMC3291385,NULL,NULL
573,PMC3291399,NULL,NULL
574,PMC3291402,NULL,NULL
575,PMC3291408,NULL,NULL
576,PMC3291412,NULL,NULL
577,PMC3291413,NULL,NULL
578,PMC3291414,NULL,NULL
579,PMC3291415,NULL,NULL
580,PMC3291441,NULL,NULL
581,PMC3293432,NULL,NULL
582,PMC3293463,NULL,NULL
583,PMC3293464,NULL,NULL
584,PMC3293465,NULL,NULL
585,PMC3294325,NULL,NULL
586,PMC3294328,NULL,NULL
587,PMC3294345,NULL,NULL
588,PMC3294349,NULL,NULL
589,PMC3294350,NULL,NULL
590,PMC3294354,NULL,NULL
591,PMC3294368,NULL,NULL
592,PMC3294397,NULL,NULL
593,PMC3294408,NULL,NULL
594,PMC3294517,NULL,NULL
595,PMC3294528,NULL,NULL
596,PMC3294550,NULL,NULL
597,PMC3294579,NULL,NULL
598,PMC3294587,NULL,NULL
599,PMC3294595,NULL,NULL
600,PMC3294596,NULL,NULL
601,PMC3294680,NULL,NULL
602,PMC3294691,NULL,NULL
603,PMC3294718,NULL,NULL
604,PMC3294732,NULL,NULL
605,PMC3294738,NULL,NULL
606,PMC3294741,NULL,NULL
607,PMC3294754,NULL,NULL
608,PMC3294974,NULL,NULL
609,PMC3294989,NULL,NULL
610,PMC3297547,NULL,NULL
611,PMC3297554,NULL,NULL
612,PMC3298233,NULL,NULL
613,PMC3298234,NULL,NULL
614,PMC3298237,NULL,NULL
615,PMC3298239,NULL,NULL
616,PMC3298259,NULL,NULL
617,PMC3298267,NULL,NULL
618,PMC3298297,NULL,NULL
619,PMC3298299,NULL,NULL
620,PMC3298303,NULL,NULL
621,PMC3303620,NULL,NULL
622,PMC3304337,NULL,NULL
623,PMC3308800,NULL,NULL
624,PMC3310106,NULL,NULL
625,PMC3310112,NULL,NULL
626,PMC3310602,NULL,NULL
627,PMC3310612,NULL,NULL
628,PMC3310645,NULL,NULL
629,PMC3310652,NULL,NULL
630,PMC3311172,NULL,NULL
631,PMC3311183,NULL,NULL
632,PMC3311190,NULL,NULL
633,PMC3311214,NULL,NULL
634,PMC3312706,NULL,NULL
635,PMC3318727,NULL,NULL
636,PMC3318896,NULL,NULL
637,PMC3320222,NULL,NULL
638,PMC3320271,NULL,NULL
639,PMC3320293,NULL,NULL
640,PMC3320297,NULL,NULL
641,PMC3320298,NULL,NULL
642,PMC3320307,NULL,NULL
643,PMC3320314,NULL,NULL
644,PMC3320316,NULL,NULL
645,PMC3320326,NULL,NULL
646,PMC3320330,NULL,NULL
647,PMC3320336,NULL,NULL
648,PMC3320340,NULL,NULL
649,PMC3320341,NULL,NULL
650,PMC3320342,NULL,NULL
651,PMC3320347,NULL,NULL
652,PMC3320361,NULL,NULL
653,PMC3320362,NULL,NULL
654,PMC3320380,NULL,NULL
655,PMC3320393,NULL,NULL
656,PMC3320399,NULL,NULL
657,PMC3320400,NULL,NULL
658,PMC3320402,Chinese University of Hong Kong,ORG
659,PMC3320422,New Zealand Ministry of Health,ORG
660,PMC3320437,NULL,NULL
661,PMC3320438,NULL,NULL
662,PMC3320446,NULL,NULL
663,PMC3320456,NULL,NULL
664,PMC3320463,NULL,NULL
665,PMC3320475,NULL,NULL
666,PMC3320482,NULL,NULL
667,PMC3320484,NULL,NULL
668,PMC3320486,NULL,NULL
669,PMC3320494,NULL,NULL
670,PMC3322022,NULL,NULL
671,PMC3322091,NULL,NULL
672,PMC3322746,NULL,NULL
673,PMC3322753,NULL,NULL
674,PMC3322771,NULL,NULL
675,PMC3322781,NULL,NULL
676,PMC3322783,NULL,NULL
677,PMC3322797,NULL,NULL
678,PMC3322802,NULL,NULL
679,PMC3322807,NULL,NULL
680,PMC3322896,NULL,NULL
681,PMC3322897,NULL,NULL
682,PMC3322898,NULL,NULL
683,PMC3322899,NULL,NULL
684,PMC3322900,NULL,NULL
685,PMC3322901,NULL,NULL
686,PMC3322902,NULL,NULL
687,PMC3322904,NULL,NULL
688,PMC3322905,NULL,NULL
689,PMC3322906,NULL,NULL
690,PMC3322907,NULL,NULL
691,PMC3322908,NULL,NULL
692,PMC3322910,NULL,NULL
693,PMC3322911,NULL,NULL
694,PMC3322912,NULL,NULL
695,PMC3322913,NULL,NULL
696,PMC3322914,NULL,NULL
697,PMC3322915,NULL,NULL
698,PMC3322916,NULL,NULL
699,PMC3322917,NULL,NULL
700,PMC3322918,NULL,NULL
701,PMC3322919,NULL,NULL
702,PMC3322920,NULL,NULL
703,PMC3322921,NULL,NULL
704,PMC3322922,NULL,NULL
705,PMC3322923,NULL,NULL
706,PMC3322924,NULL,NULL
707,PMC3322925,NULL,NULL
708,PMC3322926,NULL,NULL
709,PMC3322927,NULL,NULL
710,PMC3322928,NULL,NULL
711,PMC3322929,NULL,NULL
712,PMC3322930,NULL,NULL
713,PMC3322931,NULL,NULL
714,PMC3322932,NULL,NULL
715,PMC3322933,NULL,NULL
716,PMC3322934,NULL,NULL
717,PMC3322935,NULL,NULL
718,PMC3322936,NULL,NULL
719,PMC3322937,NULL,NULL
720,PMC3322938,NULL,NULL
721,PMC3322939,NULL,NULL
722,PMC3322940,NULL,NULL
723,PMC3323071,NULL,NULL
724,PMC3323075,NULL,NULL
725,PMC3323085,NULL,NULL
726,PMC3323087,NULL,NULL
727,PMC3323155,NULL,NULL
728,PMC3323156,NULL,NULL
729,PMC3323160,NULL,NULL
730,PMC3323171,NULL,NULL
731,PMC3323182,NULL,NULL
732,PMC3323183,NULL,NULL
733,PMC3323203,NULL,NULL
734,PMC3323212,NULL,NULL
735,PMC3323215,NULL,NULL
736,PMC3323218,NULL,NULL
737,PMC3323223,NULL,NULL
738,PMC3323231,NULL,NULL
739,PMC3323233,NULL,NULL
740,PMC3323236,NULL,NULL
741,PMC3323237,NULL,NULL
742,PMC3323242,NULL,NULL
743,PMC3323244,NULL,NULL
744,PMC3323253,NULL,NULL
745,PMC3323266,NULL,NULL
746,PMC3323270,NULL,NULL
747,PMC3323276,NULL,NULL
748,PMC3323277,NULL,NULL
749,PMC3323283,NULL,NULL
750,PMC3323308,NULL,NULL
751,PMC3323309,NULL,NULL
752,PMC3323313,NULL,NULL
753,PMC3323314,NULL,NULL
754,PMC3323316,NULL,NULL
755,PMC3323317,NULL,NULL
756,PMC3323334,NULL,NULL
757,PMC3323335,NULL,NULL
758,PMC3323337,NULL,NULL
759,PMC3323339,NULL,NULL
760,PMC3323341,NULL,NULL
761,PMC3323342,NULL,NULL
762,PMC3323345,NULL,NULL
763,PMC3323351,NULL,NULL
764,PMC3323363,NULL,NULL
765,PMC3323373,NULL,NULL
766,PMC3323390,NULL,NULL
767,PMC3323399,NULL,NULL
768,PMC3324781,NULL,NULL
769,PMC3328989,NULL,NULL
770,PMC3328993,NULL,NULL
771,PMC3329003,NULL,NULL
772,PMC3329042,NULL,NULL
773,PMC3329045,NULL,NULL
774,PMC3329047,NULL,NULL
775,PMC3329049,NULL,NULL
776,PMC3329058,NULL,NULL
777,PMC3329059,NULL,NULL
778,PMC3329061,NULL,NULL
779,PMC3350622,NULL,NULL
780,PMC3352398,University of Copenhagen,ORG
781,PMC3352400,NULL,NULL
782,PMC3355321,NULL,NULL
783,PMC3356181,NULL,NULL
784,PMC3356205,NULL,NULL
785,PMC3358051,NULL,NULL
786,PMC3358056,NULL,NULL
787,PMC3358160,NULL,NULL
788,PMC3358185,NULL,NULL
789,PMC3358191,NULL,NULL
790,PMC3358201,NULL,NULL
791,PMC3362134,NULL,NULL
792,PMC3364025,NULL,NULL
793,PMC3367336,NULL,NULL
794,PMC3367339,NULL,NULL
795,PMC3367357,NULL,NULL
796,PMC3367364,NULL,NULL
797,PMC3367366,NULL,NULL
798,PMC3367590,NULL,NULL
799,PMC3367616,NULL,NULL
800,PMC3367618,NULL,NULL
801,PMC3367621,NULL,NULL
802,PMC3367628,NULL,NULL
803,PMC3367634,NULL,NULL
804,PMC3367654,NULL,NULL
805,PMC3367656,NULL,NULL
806,PMC3367657,NULL,NULL
807,PMC3368079,NULL,NULL
808,PMC3369048,NULL,NULL
809,PMC3371777,NULL,NULL
810,PMC3371781,NULL,NULL
811,PMC3371787,NULL,NULL
812,PMC3371792,NULL,NULL
813,PMC3371799,NULL,NULL
814,PMC3371803,NULL,NULL
815,PMC3371807,NULL,NULL
