ID,PaperID,EntityName,EntityType
27,46ac7f61427a9a0d11a26dcb8ccbbe0ceb7d1a5e,Rockefeller University Center for Clinical & Translational Science,ORG
28,46ac7f61427a9a0d11a26dcb8ccbbe0ceb7d1a5e,Svetlana Mazel,PERSON
29,46ac7f61427a9a0d11a26dcb8ccbbe0ceb7d1a5e,Chris,PERSON
30,46ac7f61427a9a0d11a26dcb8ccbbe0ceb7d1a5e,Empire State Stem Cell Fund,ORG
31,46ad77e17e597c5957ace1c860bb5554168076d9,NULL,NULL
32,46af05e2723f5e69cdaee880b1009bd13ea42bbd,ASPIRE,ORG
33,46b224b15a301681b5defb29fa11121968213cd3,NULL,NULL
34,46b355f72e611c05ba32943b7e90219dea804cca,National Nature Science Foundation of China,ORG
35,46b355f72e611c05ba32943b7e90219dea804cca,Fujian Normal University,ORG
36,46b355f72e611c05ba32943b7e90219dea804cca,Darija Domijan,PERSON
37,46b355f72e611c05ba32943b7e90219dea804cca,Denzel Amado Silva,PERSON
38,46b4f53a5fc4a0a6459fb24bfd81cd4748f9b40b,Prof,PERSON
39,46b4f53a5fc4a0a6459fb24bfd81cd4748f9b40b,Proteomics Resource Center,ORG
40,46b4f53a5fc4a0a6459fb24bfd81cd4748f9b40b,Tri-Institutional Program,ORG
41,46b4f53a5fc4a0a6459fb24bfd81cd4748f9b40b,National Natural Science Foundation of China,ORG
42,46b4f53a5fc4a0a6459fb24bfd81cd4748f9b40b,Shenzhen Peacock Plan,ORG
43,46b9ae4c5916d47ad13122eb80420029e921dd87,A. I. S anchez,PERSON
44,46bb564c8af2f480220a51d4491bddabb3209643,National Natural Science Foundation of China,ORG
45,46bc0c7518117059b9dc815550b5c18fcf3f2d09,Rita Stiefvater,PERSON
46,46bc0c7518117059b9dc815550b5c18fcf3f2d09,Caroline Lassnig,PERSON
47,46bc710f059785a01e1f1cd031f7347b511c2258,Ministry of Education & Science,ORG
48,46bfe27d9047027e0a29d68c653f743d83767304,Federal Ministry of Education & Research,ORG
49,46bfe27d9047027e0a29d68c653f743d83767304,W. Puppe,PERSON
50,46bfe27d9047027e0a29d68c653f743d83767304,J. Weigl,ORG
51,46bfe27d9047027e0a29d68c653f743d83767304,Gudrun Woywodt,PERSON
52,46bffc89698d165ff24c624ff08f45d92c05f538,NULL,NULL
53,46c1f2435f6a5c8753038074ab4e3faeacf4a5c3,NULL,NULL
54,46c2701f6e5d291ed18a21aac433c575c2a60c6f,NULL,NULL
55,46c611e413292dbf6f747a11b93de6f0a7ec1354,National Natural Science Foundation of China,ORG
56,46c611e413292dbf6f747a11b93de6f0a7ec1354,Shandong Provincial Natural Science Foundation,ORG
57,46c611e413292dbf6f747a11b93de6f0a7ec1354,Shandong Province Higher Educational Science & Technology Program,ORG
58,46c611e413292dbf6f747a11b93de6f0a7ec1354,State Key Laboratory of Microbial Technology,ORG
59,46c645c9ad604d7cb3740e444618b75e32012d66,National Natural Science Foundation of China,ORG
60,46c70e3d26e13df6936db2fc7be4831726fa4668,"""Department of Education, Science & Technology",ORG
61,46c76e3a30a6efe2fd33957f26b6d4d5d723bd43,NULL,NULL
62,46c942ab842330aa3030ac22a13084dd5fb4e058,NULL,NULL
63,46c9bd4aa92ac01a99efa2f82e2e6c105fcdd078,Steven A. Gondek,PERSON
64,46c9bd4aa92ac01a99efa2f82e2e6c105fcdd078,Joseph Hughes,PERSON
65,46ce464dacc73edc9d0d1d712cb442474a2120b2,Xiaoling Zhu,PERSON
66,46ce464dacc73edc9d0d1d712cb442474a2120b2,Laura Pusateri,PERSON
67,46ce464dacc73edc9d0d1d712cb442474a2120b2,Iowa Livestock Health Advisory Council,ORG
68,46ce464dacc73edc9d0d1d712cb442474a2120b2,National Pork Producers Council,ORG
69,46d1f13975202f9f82f16629abd33993998fd2d7,NULL,NULL
70,46d3b2026ee17e7cb37420a748bb33092363c341,Department of Foreign Affairs & Trade,ORG
71,46d3b2026ee17e7cb37420a748bb33092363c341,National Basic Research Program of China,ORG
72,46d3b2026ee17e7cb37420a748bb33092363c341,Anhui Medical University,ORG
73,46dc5b817f4002a4502dd3606532b0afcc49f8fd,Puay Yoke Tham,PERSON
74,46dc5b817f4002a4502dd3606532b0afcc49f8fd,Kuo-Ming Lip.,PERSON
75,46dc5b817f4002a4502dd3606532b0afcc49f8fd,Biological Resource Centre,ORG
76,46dc5b817f4002a4502dd3606532b0afcc49f8fd,"Agency for Science, Technology & Research",ORG
77,46decd956d74e9db8e5c0f023b554015a7d8f0af,NULL,NULL
78,46df7451da6222ecdd8fd40c370ff3338522012b,NULL,NULL
79,46e0cd3b150ed9e5a18f4293886e88d1fc79c955,National Natural Science Foundation,ORG
80,46e0cd3b150ed9e5a18f4293886e88d1fc79c955,Guangdong Province Universityes,ORG
81,46e20b5b5f17f2b237e8cbfa2f772f355d8208ef,NULL,NULL
82,46e4c7bdfaed1fd99bc742ce13ad2a279b75b5ad,C. Royer,PERSON
83,46e4c7bdfaed1fd99bc742ce13ad2a279b75b5ad,T. Kirn,PERSON
84,46e4c7bdfaed1fd99bc742ce13ad2a279b75b5ad,INSERM,ORG
85,46e507f7ffb715d0306e4c0726c31cf9ae73f500,NULL,NULL
86,46e667308e192a97123a625605b5f8763b8601af,NULL,NULL
87,46ea6a4ccd9600ca67abc1967a4073470b98d541,NULL,NULL
88,46ee2266b2315dd11276c4ba0e338468461bb928,Yaw-Chyn Lim,PERSON
89,46eed3a4ec7612d74e9295fe57c982755948feae,NULL,NULL
90,46f20907aadfefe752144d23d7ffa3cdbf762c74,NULL,NULL
91,46f3939764340a0e8274772f0cda101e7e4cb361,LAB,ORG
92,46f6dacecb02eee2cf4b51c38e0c717341887499,NULL,NULL
93,46f7525163c8868fc350e7aac92a54bcfd6f1b51,Druhan Howell,PERSON
94,46f92b5a74fbd1e1758abbd968f3ce87586edd7d,Joob B. et al.,PERSON
95,46f92b5a74fbd1e1758abbd968f3ce87586edd7d,Joob B et al.,PERSON
96,470266e06e682c9229af78bd61b1ac41ea8a59de,NULL,NULL
97,470b9627d676aabd34e0481033437ee1b5313e1b,NULL,NULL
98,47105ee0755506e7c7c23b30de61d61f596db906,NULL,NULL
99,47122148621ae8df7bd1e3bf7614f11f0cb2be82,NULL,NULL
100,4712d8fed772e1f91fd429f63020724371ed3aa9,NULL,NULL
101,471518c20b30cab46b3125b45412591dc2bbae49,NULL,NULL
102,47178cfcfd87aee46d6b5a85ef9e1eff4462c94f,NULL,NULL
103,47186becbce3a40faf3db8695c54eb70403aa99e,NULL,NULL
104,471b8dfb63fea23b87edcebd5c38baf8761d1880,R. Lange,PERSON
105,472009a32d26c4decb765dbbf8f23c541d365879,NULL,NULL
106,47210283bc9769643f8026b4df63295b65e782e5,NULL,NULL
107,47217cbf00f667836ff754f7cb8970b323fc05eb,NULL,NULL
108,4722ba9e08882f95803f25913a13366aba053de4,NULL,NULL
109,47257a2c1447fc4de8cb2118f4be33cbcf883445,Eivind & Elsa K:son Foundation,ORG
110,47257a2c1447fc4de8cb2118f4be33cbcf883445,Polish Committee for Scientific Research,ORG
111,4727a23899ec4fd4882ec0d00427e347c7d19d97,Jordi Ballester,PERSON
112,4727a23899ec4fd4882ec0d00427e347c7d19d97,Stephen J. Divers,PERSON
113,4728b8de2f3d9a4edfb7e08bdca292a658eb79e8,National Institutes of Health,ORG
114,4728b8de2f3d9a4edfb7e08bdca292a658eb79e8,Extreme Science,ORG
115,4728b8de2f3d9a4edfb7e08bdca292a658eb79e8,Engineering Discovery Environment,ORG
116,4728b8de2f3d9a4edfb7e08bdca292a658eb79e8,"ChemAxon, Ltd.",ORG
117,4728b8de2f3d9a4edfb7e08bdca292a658eb79e8,JChem for Excel,ORG
118,47298935271f92cbc46ce58ee5a8c3a0cc3c9f72,Perlman LAB,ORG
119,472c1c000debe351dea71900e7b55c7c84ed9494,Brazilian Unified Health System,ORG
120,47318e60997d3eadd6ba5e32e39e83a61fdadb59,Institute of High Performance Computing,ORG
121,47318e60997d3eadd6ba5e32e39e83a61fdadb59,A*STAR Computational Resource Centre,ORG
122,47319b47608845cd4bc575625777e904df97cd79,Netaji Subhas Institute of Technology,ORG
123,47342547410c9273f951f90480bf24a91bffce4d,NULL,NULL
124,473b9c8faf9e2a04b062d4bd53e3c055a19c75b4,NULL,NULL
125,473c721f42096f1b8450c669b607486841a5f72a,TTSH,ORG
126,473e221bffbeb16457f8ae41fe0a2716de237043,National Natural Science Foundation of China,ORG
127,473fbfa4949e8349434157a9f65687087176e605,I.M. LAB,ORG
128,473fbfa4949e8349434157a9f65687087176e605,A. Wilson,PERSON
129,473fbfa4949e8349434157a9f65687087176e605,R.E. Rigby,PERSON
130,473fbfa4949e8349434157a9f65687087176e605,B. Moss,PERSON
131,473fbfa4949e8349434157a9f65687087176e605,NIH Grants,ORG
132,4744c3a173933eb8d44235d30182d7701e5bc592,NULL,NULL
133,4746e7ce2553fe9dfc717f00c35cd84e6d9d5c6b,Gaelle Bourbao,PERSON
134,4746e7ce2553fe9dfc717f00c35cd84e6d9d5c6b,Catherine Houdayer Centre National d'Etudes,ORG
135,4748ceca08233f0869c4e2d028f575fead051b64,Chinese National Academic Foundation,ORG
136,4748ceca08233f0869c4e2d028f575fead051b64,Yang Shi,PERSON
137,4748ceca08233f0869c4e2d028f575fead051b64,Yongzhang Luo,PERSON
138,4748ceca08233f0869c4e2d028f575fead051b64,Genome Institute of Singapore,ORG
139,4748ceca08233f0869c4e2d028f575fead051b64,Zhu,PERSON
140,474964ba9cac4aa74fe3a4233c81973302594714,Eddie W. Gray,PERSON
141,474964ba9cac4aa74fe3a4233c81973302594714,Moredun Research Institute,ORG
142,474964ba9cac4aa74fe3a4233c81973302594714,Julie Hogg,PERSON
143,474964ba9cac4aa74fe3a4233c81973302594714,Lyn Gilbert,PERSON
144,474dc2fb25200e876eb6359c0e2ccd14ce4ebb0b,NULL,NULL
145,474ff04e21133fea5b35feb821636d2d62c339c7,NULL,NULL
146,4758f16b7aad7156f4babce372cbb55531e8aa53,SGs,ORG
147,4758f16b7aad7156f4babce372cbb55531e8aa53,L. J. Martinez Tosar,PERSON
148,4758f16b7aad7156f4babce372cbb55531e8aa53,C. Frasch,PERSON
149,4758f16b7aad7156f4babce372cbb55531e8aa53,L. Luchelli,PERSON
150,4758f16b7aad7156f4babce372cbb55531e8aa53,UBA,ORG
151,4758f16b7aad7156f4babce372cbb55531e8aa53,Agencia Nacional de Promoción Científica,ORG
152,47599902cfeaaf5cea64838d8179f9ac326a38ea,European Society for Pediatric Infectious Diseases,ORG
153,47599902cfeaaf5cea64838d8179f9ac326a38ea,AstraZeneca,ORG
154,47599902cfeaaf5cea64838d8179f9ac326a38ea,Darryl Hill,PERSON
155,47599902cfeaaf5cea64838d8179f9ac326a38ea,Jolanta Bernatoniene,PERSON
156,47599902cfeaaf5cea64838d8179f9ac326a38ea,Leon Danon,PERSON
157,47599902cfeaaf5cea64838d8179f9ac326a38ea,Asgeir Haraldsson,PERSON
158,475cdefe6e6900d8a5500b5804f71bb2f9dac3b4,NULL,NULL
159,475fe0c36634dcd8d9bb94b8a44ce4e617ac88a3,NULL,NULL
160,476068f3966199a6b182892dfeb8d217a66589c3,Kelly Allen,PERSON
161,47607c06b9a109c4a5d6f1c51fdc9db107a48bab,NULL,NULL
162,47657978dd272aff0e0be8c8aa3877b8db673067,Prof,PERSON
163,47657978dd272aff0e0be8c8aa3877b8db673067,Bernard Moss,PERSON
164,47657978dd272aff0e0be8c8aa3877b8db673067,Renjing Liu,PERSON
165,47670923cc8b95ac239a12c92458fdd18f2eb6c8,NULL,NULL
166,47677a0c55f043487723e0266e92e06998e9777b,Mary J. Rosenthal,PERSON
167,476bb43ddf0f07fcd2745382e9b4520c5cc5ecf6,NULL,NULL
168,476bd5fb7999c05f606fa57f73845ccef02e2d61,NULL,NULL
169,476d65284942b19496312293648a19269319acfa,NULL,NULL
170,476db4612637dfb23fe3797a46f7215539701ae3,Lili Ren,PERSON
171,476db4612637dfb23fe3797a46f7215539701ae3,Jianguo,PERSON
172,476db4612637dfb23fe3797a46f7215539701ae3,Chen Ma,PERSON
173,476db4612637dfb23fe3797a46f7215539701ae3,Bin Sun,PERSON
174,476db4612637dfb23fe3797a46f7215539701ae3,Evan Sandel,PERSON
175,476e1466ff5fe6707b1607239d11d05f0b62c7ae,World Health Organization,ORG
176,47700ff05767c08b898d0ed37918d82737450136,NULL,NULL
177,47719f2c69cb4378011792e702c301b21cf7f118,NULL,NULL
178,4774dbbe921bb0fd3be94c6e0f236dc954355db3,NULL,NULL
179,47767df09341f332e27ae641b932a9a7a32cb128,F. Beretta,PERSON
180,47767df09341f332e27ae641b932a9a7a32cb128,P. Grossano,PERSON
181,4776b324b7811a5c64f4949f7bb741f2b3f5c4a8,University of Illinois,ORG
182,477af41437964aef0948cada121ea8b21a6b0281,NULL,NULL
183,477d8c6e61534ede4224a1974a61e5933d0e88b0,Joong-Won Park,ORG
184,477d8c6e61534ede4224a1974a61e5933d0e88b0,T.W. Molitor,PERSON
185,477d8c6e61534ede4224a1974a61e5933d0e88b0,RDA,ORG
186,477da782b79dcd7b1315a9637daa9a99c48386ca,NULL,NULL
187,4782c2ddbc6a1a3a2be12872b076fe3eaf8ca1e5,LAB,ORG
188,4782c2ddbc6a1a3a2be12872b076fe3eaf8ca1e5,Virology & Initial Processing Laboratory,ORG
189,4783bdacfecc87a4965bd46088bdbdda24888de1,NULL,NULL
190,478532306e2fdcf86f4fc610d1fd14e5fa21e3de,NULL,NULL
191,478659fba4a5eb4c3799fe5c19bfd1a5cbd0d071,US National Institutes of Health,ORG
192,478ccb65a95307d000fa985086b6a71984d1017a,NULL,NULL
193,478dd98749291f192b9ce6b8e68c5acf909415b3,N. Wright,PERSON
194,478eef31104b531a2fb5df48ebfdd9cdc4485a77,National Institutes of Health,ORG
195,479307c95d4d31ef10f0c813e00261b72d9c755e,UWI School of Veterinary Medicine,ORG
196,479307c95d4d31ef10f0c813e00261b72d9c755e,Marc Driscoll,PERSON
197,479307c95d4d31ef10f0c813e00261b72d9c755e,Veterinary Public Health,ORG
198,479307c95d4d31ef10f0c813e00261b72d9c755e,Livestock & Livestock Products Board of Trinidad,ORG
199,479307c95d4d31ef10f0c813e00261b72d9c755e,UWI Trinidad & Tobago Research & Development Impact Fund,ORG
200,479307c95d4d31ef10f0c813e00261b72d9c755e,Natalie McGinn,PERSON
201,47931ee3b584a1e47aa31715c9f6bc2775173198,NULL,NULL
202,4794d8e1523a5cbd7143a9ecfad452c634f54bf0,NULL,NULL
203,47987c91560530493b36450392ea385905166fbc,WHO,ORG
204,4799b0ef176ebf16de3ada41d2bf27f4213c535e,a Newcastle Vaccination & Avian Flu Control Project,ORG
205,4799b0ef176ebf16de3ada41d2bf27f4213c535e,Andrea Packham,PERSON
206,4799b0ef176ebf16de3ada41d2bf27f4213c535e,David Bunn,PERSON
207,479c1236e0f613ed3d9983407e6bd58272f9037d,NULL,NULL
208,479ec88cafa84577454985ed6aed219d30fea2bb,Tony Cengija,PERSON
209,479ec88cafa84577454985ed6aed219d30fea2bb,Barb Mitchell,PERSON
210,479ec88cafa84577454985ed6aed219d30fea2bb,Stephanie Reabel.,PERSON
211,479ec88cafa84577454985ed6aed219d30fea2bb,Inas Elawadli,PERSON
212,479ec88cafa84577454985ed6aed219d30fea2bb,Janet Swinton,PERSON
213,479ec88cafa84577454985ed6aed219d30fea2bb,Keith Harron,PERSON
214,479ec88cafa84577454985ed6aed219d30fea2bb,Jeff,PERSON
215,47a14293c2dedaef4d47052573868fdc2cf4d447,NULL,NULL
216,47a84189ed7393a9b8272f3e8d0eedd37aebc528,NULL,NULL
217,47a9f294822514b5a4ebfea8f18cdfcd326f2f48,Grants-in Aid for Research,ORG
218,47a9f294822514b5a4ebfea8f18cdfcd326f2f48,Naito Foundation,ORG
219,47ac0a2946024dc9e39e66af22701e2989e015fa,National Key R&D Program of China,ORG
220,47af7e4e43a4ba38e2828e2cd39638a36e87e851,George F. Gao,PERSON
221,47b0041ea638648989511217093caf1128a0a702,NULL,NULL
222,47b2413d069283b3278cd69e2777f53758af19b1,Biotechnology Research & Development Corporation,ORG
223,47b91e17565bab446ececd3faf5788b90327d6ff,NULL,NULL
224,47ba3f5e46873a61e9a4a958c09a070120b396a1,Robert Packard Center for ALS,ORG
225,47c00aaa2d6c2fac83b0835d4e881dc8a7ed5e2c,NULL,NULL
226,47c0b64aae69b1e7352979fbf427ee86292be4c4,NULL,NULL
227,47c448295a8545255256ea14445da73e28d15f54,NULL,NULL
228,47c4ce6b90002d9c7ff05ca10fe4e82eb35c6922,NULL,NULL
229,47c8034033c9b03e78c6d9ae527e9c2927375843,NULL,NULL
230,47cdcaabd4477354fd0dff83a0f2e9c509e759fd,Peter A. Hitchcock,PERSON
231,47cdcaabd4477354fd0dff83a0f2e9c509e759fd,CLP Wind Tunnel,ORG
232,47cfb0b67fc4a571b5a336fd73d5db7a8e15a512,NULL,NULL
233,47cfc4c61bd4a612bd874e4f0043ab8584ddf73e,Nick Brandt,PERSON
234,47cfc4c61bd4a612bd874e4f0043ab8584ddf73e,Big Life Foundation,ORG
235,47cfc4c61bd4a612bd874e4f0043ab8584ddf73e,Yunes Teinaz,PERSON
236,47cfc4c61bd4a612bd874e4f0043ab8584ddf73e,London Barrister,ORG
237,47d253f0bbb53f68a275e8249639e05212134782,NULL,NULL
238,47d51da432b48a0031a32f06e85639781b74abb4,an American Brain Tumor Association Fellowship to MA,ORG
239,47d51da432b48a0031a32f06e85639781b74abb4,EAC,ORG
240,47dec3f246098058239e284844e835dd1122b999,NULL,NULL
241,47e1aad5a9e693ef01ea170449855b6539867600,Naoki Yanagisawa,PERSON
242,47e593a00576aad5a15d454e14495f971129e9da,National Medical Research Council,ORG
243,47e593a00576aad5a15d454e14495f971129e9da,Tan Ting Peow,PERSON
244,47e593a00576aad5a15d454e14495f971129e9da,Ong Lan Huay,PERSON
245,47e5a99b14df794d9c33c1b1e8ff258d3f89a1d2,Institute for Infocomm Research,ORG
246,47ea921414f80ff08dde15e828a3c5259d127f7e,NULL,NULL
247,47ef0cda7afba76dbcda4fb7ad919764321d6d6f,NULL,NULL
248,47f26e3c6dfed87e79b54a54e799535ccaff1020,NULL,NULL
249,47f292826fbc02205052943c07d1a8421a8591c8,"Ministry of Science, ICT",ORG
250,47f292826fbc02205052943c07d1a8421a8591c8,Ministry of Education,ORG
251,47f5c3ffb189c8fe45772cb5cb70dcc285f692b7,National Key Research & Development Plan,ORG
252,47f5c3ffb189c8fe45772cb5cb70dcc285f692b7,National Natural Science Foundation of China,ORG
253,47f5c3ffb189c8fe45772cb5cb70dcc285f692b7,Chinese Academy of Agricultural Sciences Young Talent Scientist Program,ORG
254,47f6b01212432fb4fdf3be64a86c5a2c2a4ea96b,NULL,NULL
255,47f712045703598346e7d27522112eb8611b16c5,Change Foundation,ORG
256,47f712045703598346e7d27522112eb8611b16c5,MicoHealth,ORG
257,47f8170580c2db811285548d138b85705a1ea7fd,Xinglong Yu,PERSON
258,47f8170580c2db811285548d138b85705a1ea7fd,National Natural Science Foundation of China,ORG
259,47fb77e1f0e22e3b9e952875abdf4777982977bb,NULL,NULL
260,47ffe15700888339adf685512acb22b4266d871d,Frank Roerink,PERSON
261,47ffe15700888339adf685512acb22b4266d871d,Michiru Hashimoto,PERSON
262,4800badd9a1b5e69dfcd7bdbdd6be7d34727edd7,John H. Connor,PERSON
263,4800badd9a1b5e69dfcd7bdbdd6be7d34727edd7,Defense Threat Reduction Agency,ORG
264,4800badd9a1b5e69dfcd7bdbdd6be7d34727edd7,NIH,ORG
265,480eba2a349789e138faa586879ebd479b068193,Natural Science Foundation Youth Project,ORG
266,480eba2a349789e138faa586879ebd479b068193,Science & Technology Project Foundation,ORG
267,48105088b5ad58ff1ba724bbdbd101b4d6f4a117,NULL,NULL
268,481080486e57e3c8c92e2da5931cf949e591b586,NULL,NULL
269,481159b27ea26aa3bd62b45b946348741f3eaaee,NULL,NULL
270,481218c21a2edd4a61ba9ec00d9ee0bdfcf544fd,a Small Project Funding,ORG
271,4812944ea8ccfd1a2e0d1db7dbb9c10a97b16b09,Kermack,ORG
272,4812944ea8ccfd1a2e0d1db7dbb9c10a97b16b09,Macdonald,PERSON
273,4812944ea8ccfd1a2e0d1db7dbb9c10a97b16b09,M. Chase-Topping,PERSON
274,4812944ea8ccfd1a2e0d1db7dbb9c10a97b16b09,S. St Rose,PERSON
275,4815158fd87ae667da39dcab37edd1fc6c3b7d43,NULL,NULL
276,48161cd54196700f67b479eb52879805f2d6bca0,S. Reay,PERSON
277,4819906599388bff52fea2b4c05f3414a1656242,Prof,PERSON
278,481e930b3ad19157934cfeb97ab3e80cadf7ce0c,NULL,NULL
279,481f6c73c028491b1f17adb579cd764646d70c51,NULL,NULL
280,48260641211ab08d7f061d905f78a1313f5b66ed,Massey University Research Fund,ORG
281,48260641211ab08d7f061d905f78a1313f5b66ed,Colin Holmes,PERSON
282,48260641211ab08d7f061d905f78a1313f5b66ed,Massey University,ORG
283,48293cc844cd9c989613d60b326779b794a88e04,NULL,NULL
284,482b1f552312749d1d549d4914856e99d0a18ec3,NULL,NULL
285,482b20014a739ea5bbc816af460c85a6640bacdc,INSERM,ORG
286,482c393dcc2f220850b05598e4d2cae7f8121636,NULL,NULL
287,482e43cd414ff09e7fd7f617ae4f9ccaf0c38cc0,NULL,NULL
288,482fec761f40979542da3ea1b635633c5aea248d,Howard Hughes Medical Institute,ORG
289,482fec761f40979542da3ea1b635633c5aea248d,US National Institutes of Health,ORG
290,482fec761f40979542da3ea1b635633c5aea248d,NIH,ORG
291,482fec761f40979542da3ea1b635633c5aea248d,Emory Center for AIDS,ORG
292,482fec761f40979542da3ea1b635633c5aea248d,Steven,PERSON
293,482fec761f40979542da3ea1b635633c5aea248d,Edward Bielfelt,PERSON
294,4833caa952c01e16f1f223a006bf47d9481b1ce2,NULL,NULL
295,483412ccdbae305d3559e991023f6c4e6e79ba62,NULL,NULL
296,4836fbff373cb9e9a2ee0089c5e53e18af553205,NULL,NULL
297,483cc75b1c347dffcd7ae49f4c2d49806a720085,NULL,NULL
298,483dd65eb6b06ffb4f69b0da8e3a1f9ea1a92fb0,NULL,NULL
299,483e7cca05d9d7f861d2b6eddca54b686858122d,NULL,NULL
300,483f2fcca26772cd100759f89ba042532ab39bb5,M. Diamond,PERSON
301,483f2fcca26772cd100759f89ba042532ab39bb5,C. Dovey,PERSON
302,484416d84e17ba89ca310ec7efb7b913fa864eec,Vaxine,ORG
303,484416d84e17ba89ca310ec7efb7b913fa864eec,National Institute of Allergy & Infectious Diseases,ORG
304,48489d1647fa6cca8e68ce67bc3aa3f260801566,National Institute of Food & Agriculture,ORG
305,48489d1647fa6cca8e68ce67bc3aa3f260801566,John Foster,PERSON
306,48489d1647fa6cca8e68ce67bc3aa3f260801566,Selman Mujovic,PERSON
307,48516562e47b75ec5f66456970afb32cb53c805a,Boehringer Ingelheim,ORG
308,48516562e47b75ec5f66456970afb32cb53c805a,Roche,ORG
309,48516562e47b75ec5f66456970afb32cb53c805a,Wellcome Trust,ORG
310,4851683684a154b0c8d985afb77165d01f8f49df,NULL,NULL
311,4853696b29f917932408926e3f07aaa9609e8e2e,NULL,NULL
312,4854018caad38fd4011dc6f4e950bacbd1525695,NIH NSF Ecology of Infectious Diseases,ORG
313,4854018caad38fd4011dc6f4e950bacbd1525695,R.K.,PERSON
314,4854d62a2f804da0c03ed7bb4075fa733627b60a,NULL,NULL
315,4855be64a5e7637134abdef26487801074cc62e3,NULL,NULL
316,4857468cd1f02230d276a51d4ad6cfc772ccf684,John Hiscott,PERSON
317,4857468cd1f02230d276a51d4ad6cfc772ccf684,AIDS Research & Reference Reagent Program,ORG
318,485a1f7b68c08d78d4861d60c8b2277f1951fbfd,S. Sarkar,PERSON
319,485a1f7b68c08d78d4861d60c8b2277f1951fbfd,D. Lewis,PERSON
320,485a1f7b68c08d78d4861d60c8b2277f1951fbfd,E. Barr,PERSON
321,485a1f7b68c08d78d4861d60c8b2277f1951fbfd,M. Esser,PERSON
322,485d57a331131978f3ae4ee46e4009a5eab81ce5,China Postdoctoral Science Foundation,ORG
323,4861039a642043488e2794c5141e99915d5366d7,Launch Diagnostics,ORG
324,4861039a642043488e2794c5141e99915d5366d7,FTD Flu/HRSV,ORG
325,48662ba2e3921c936b95c3336bb6369eecfe8372,NULL,NULL
326,48680c8f096d42d9e6d09f711fab46ae08ab89a1,NULL,NULL
327,48682ef11da3933ce60249f9cfdc9df4edef2aa0,NULL,NULL
328,486c1c6061e21e0ee4a901d503f5a7c46efe5427,Michael D. Geralt,PERSON
329,486c1c6061e21e0ee4a901d503f5a7c46efe5427,Pedro Serrano,PERSON
330,486c78271899877a7d310b525330971ecec0db65,Prof,PERSON
331,486cb4772be384d081b335e0982a180325baf72d,Lucas Reineke,PERSON
332,486cb4772be384d081b335e0982a180325baf72d,National Institutes of Health,ORG
333,486cb4772be384d081b335e0982a180325baf72d,NCI Cancer Center Support Grant,ORG
334,486cb4772be384d081b335e0982a180325baf72d,Integrated Microscopy Core,ORG
335,486cb4772be384d081b335e0982a180325baf72d,John S. Dunn Gulf Coast Consortium for Chemical Genomics,ORG
336,486ce7b1ff429789c886d59193aa92f4b50867c6,Natural Heritage Research Partnership,ORG
337,486ce7b1ff429789c886d59193aa92f4b50867c6,Quercus,ORG
338,486f48449ef323914d1ee88ee897b7df7978d93e,NULL,NULL
339,4871a58e3e17bb8418f63887b31a931b7ce8908d,NULL,NULL
