ID,PaperID,EntityName,EntityType
36,007bf75961da42a7e0cc8e2855e5c208a5ec65c1,J. de Groot-Mijnes,PERSON
37,0080d3bd9fb92e022c27715c2d1249042aa998b8,Duane J. Gubler,PERSON
38,0080d3bd9fb92e022c27715c2d1249042aa998b8,Prof,PERSON
39,0089aa4b17549b9774f13a9e2e12a84fc827d60b,Anja Schultze,PERSON
40,0089aa4b17549b9774f13a9e2e12a84fc827d60b,Petra Mooyer,PERSON
41,0089aa4b17549b9774f13a9e2e12a84fc827d60b,Jerry Vockley,PERSON
42,008c1ceaeffe7abc87b031af39fae2632fa72897,NULL,NULL
43,008d980cbcc283a9b707de3d9a02573dde8528ac,A. Mian,PERSON
44,008d980cbcc283a9b707de3d9a02573dde8528ac,GB Wildlife Department,ORG
45,009002e8a66b8c1df088cf04069629fd76b13bb9,NULL,NULL
46,0093f9ae0861afc0d29fff935ae6a3af898cea00,Cooperative Research Project,ORG
47,0093f9ae0861afc0d29fff935ae6a3af898cea00,Ministry of Health,ORG
48,0093f9ae0861afc0d29fff935ae6a3af898cea00,Program of Funding Research Centers for Emerging & Reemerging Infectious Diseases,ORG
49,0093f9ae0861afc0d29fff935ae6a3af898cea00,International Research Center for Infectious Diseases,ORG
50,0093f9ae0861afc0d29fff935ae6a3af898cea00,Yasuhiro Yoshikawa,PERSON
51,0093f9ae0861afc0d29fff935ae6a3af898cea00,Shinichiro Nakamura,PERSON
52,0093f9ae0861afc0d29fff935ae6a3af898cea00,Prof,PERSON
53,0093f9ae0861afc0d29fff935ae6a3af898cea00,Shunji Goto,PERSON
54,0093f9ae0861afc0d29fff935ae6a3af898cea00,KUPRI,ORG
55,0094b25e2500306fadbdfb41d520f2970bb086d3,NULL,NULL
56,00951716e01c8e0cc341770389fc38d1b5455210,Bill & Melinda Gates Foundation,ORG
57,00951716e01c8e0cc341770389fc38d1b5455210,Gates Foundation,ORG
58,00951716e01c8e0cc341770389fc38d1b5455210,Daniel T. Leung,PERSON
59,009892e02bc1a4c9abf6f547b979e68ecbde8087,Association Logistique Lyonnaise Post Hospitalière,ORG
60,00acd3fd31ed0cde8df286697caefc5298e54df1,Amy Kistler,PERSON
61,00acd3fd31ed0cde8df286697caefc5298e54df1,Queensland Health Pathology Service,ORG
62,00ae0041374cbbf28df0d2cbeb08c1396a4f7878,Biochimie,PERSON
63,00ae0041374cbbf28df0d2cbeb08c1396a4f7878,Kineta,PERSON
64,00ae0041374cbbf28df0d2cbeb08c1396a4f7878,Danish Council for Independent Research,ORG
65,00ae0041374cbbf28df0d2cbeb08c1396a4f7878,Carlsberg Foundation,ORG
66,00ae0041374cbbf28df0d2cbeb08c1396a4f7878,Aarhus University,ORG
67,00ae0041374cbbf28df0d2cbeb08c1396a4f7878,KHK,ORG
68,00af80743cef9bd8c04c532d74e9c67f0c9312e4,NULL,NULL
69,00b88130d2a7c8489e209742494303b6731d7544,A. Fujihira,PERSON
70,00b88130d2a7c8489e209742494303b6731d7544,Supporting Program for Creating University Ventures,ORG
71,00b88130d2a7c8489e209742494303b6731d7544,Research,ORG
72,00b88130d2a7c8489e209742494303b6731d7544,Ministry of Health,ORG
73,00c19aff3efc6e6430f77d81580ac927990ad5a2,NULL,NULL
74,00c88aab2bfcca0db253c972382e5eee245d071e,South African Medical Research Council,ORG
75,00cb1a95986171a256f5ef14701bd8f571221a28,NULL,NULL
76,00ccc4ef2b6c6f238836b7feb5123bd6a822cc08,NULL,NULL
77,00cf719db65d07c0c7bdea9defaea448fc5f5786,Karin Eugster,PERSON
78,00dce8da5fcee849b30c9d7a7e358c5855b14ca9,NULL,NULL
79,00f1ef126735474ccaf3a8d1cce9a4823d7f1228,Bu-Ali Sina University Research Council,ORG
80,00f1ef126735474ccaf3a8d1cce9a4823d7f1228,Center of Excellence in Development of Environmentally Friendly Methods for Chemical Synthesis,ORG
81,00f7d667e3362066c08f7d6594d1d3b0cb16e08e,NULL,NULL
82,00fcc6277c19f6b180232d7a6fe0b0abfafb21f7,NULL,NULL
83,010ad052b58172981e089bc73b9ad16a732960f2,Danielle Huffman,PERSON
84,01110a24b6ce133ae80d21a36c7994e364ba296c,Thibaut Jombart,PERSON
85,01110a24b6ce133ae80d21a36c7994e364ba296c,Simon Cauchemez,PERSON
86,01110a24b6ce133ae80d21a36c7994e364ba296c,Tomer Hertz,ORG
87,0113b9a8d82039e8474e887038d643853b5fdfeb,IDSR,ORG
88,0116dea9b6d4c58748d1a38b69b4fe6e06868aa4,NULL,NULL
89,011b8a7002da6c0fae7ca76c127567a6462daf5d,NIH,ORG
90,011b8a7002da6c0fae7ca76c127567a6462daf5d,a National Institute of Allergy & Infectious Diseases,ORG
91,011b8a7002da6c0fae7ca76c127567a6462daf5d,Virginia Tech Institute for Critical Technology & Applied Science,ORG
92,011b8a7002da6c0fae7ca76c127567a6462daf5d,Amy Pruden,PERSON
93,011b8a7002da6c0fae7ca76c127567a6462daf5d,Eric Ebel,PERSON
94,01213aa45eeb8088eea6f64614ccc066e2321f73,NULL,NULL
95,01234cee305e37a78cedea8148bf6177d47fe66b,Bettina Buck,PERSON
96,01234cee305e37a78cedea8148bf6177d47fe66b,Debby Schipper,PERSON
97,01234cee305e37a78cedea8148bf6177d47fe66b,Zoonoses Anticipation & Preparedness Initiative,ORG
98,01234cee305e37a78cedea8148bf6177d47fe66b,IMI,ORG
99,01234cee305e37a78cedea8148bf6177d47fe66b,European Commission,ORG
100,01234cee305e37a78cedea8148bf6177d47fe66b,EFPIA,ORG
101,01234cee305e37a78cedea8148bf6177d47fe66b,TOP Project,ORG
102,01234cee305e37a78cedea8148bf6177d47fe66b,Zon,PERSON
103,01285aff189f375f52b762256d8f419ccad3077c,Centers for Disease Control,ORG
104,012debf5a240a496518af146ddfc16c958339c2b,NULL,NULL
105,0132b8c2721692d9f53bd33a738fa94618bb4e91,Donna Muzny,PERSON
106,0132b8c2721692d9f53bd33a738fa94618bb4e91,HGSC,ORG
107,013ff749a58f92db7e227f7acbe47d050175851c,NULL,NULL
108,014336e4855d194c1833ba91c8ae3b302cbeafe2,NULL,NULL
109,0146a0b36f80ebcb868c7e16fb60c1a9d2afbf83,ASN,ORG
110,0146a0b36f80ebcb868c7e16fb60c1a9d2afbf83,University of Wollongong,ORG
111,0146a0b36f80ebcb868c7e16fb60c1a9d2afbf83,Frank Zich,PERSON
112,0146de390eb6bdb814a5bd33459ce2c74176a72d,NULL,NULL
113,014d7df59dc6c5ed456bf19b76b394e920d3a9dc,Aaron Irving,PERSON
114,014d7df59dc6c5ed456bf19b76b394e920d3a9dc,Linfa Wang,PERSON
115,015729be3f439e9ef2033276a4ef14df8873dda9,NULL,NULL
116,015a5be4701f244a51d6c244c2ba5b69ac68dd9d,Stanley Perlman,PERSON
117,015a5be4701f244a51d6c244c2ba5b69ac68dd9d,Rachel Brouillette,PERSON
118,015c335c8cb9e5eabb352e81c0f38bf6f781b202,Medical Officers of Health,ORG
119,015c335c8cb9e5eabb352e81c0f38bf6f781b202,Kenya Medical Research Institute,ORG
120,015c335c8cb9e5eabb352e81c0f38bf6f781b202,LSHTM Malaria Centre,ORG
121,0162b627476379a84d5a92480a881efdd3063f66,UNC Cystic Fibrosis Center Core Facilities,ORG
122,0162b627476379a84d5a92480a881efdd3063f66,Susan Burkett,PERSON
123,01669153236899edec9fff5fc4fb19a742c3dfef,CDC,ORG
124,01669153236899edec9fff5fc4fb19a742c3dfef,WIC,ORG
125,0180abece22ace6548f4601591c98059808d0509,NULL,NULL
126,0181010a40e179c9b66d8b1f0eaac4fbf0ab6341,NULL,NULL
127,018269476cd191365d6b8bed046078aea07c8c01,Qingqing Hu,PERSON
128,01880ef487dfed3681dd6d296a0a82417b8f38a0,Sunway University Research Centre Grant,ORG
129,01880ef487dfed3681dd6d296a0a82417b8f38a0,BioRender Software,ORG
130,0188acc1eba8c0a3adef55aeada7de552cf855be,Zhaohui Qian,PERSON
131,018b618ea132d47ffb43b003a6c78cb9eeadc017,Laurent Rénia,PERSON
132,018b618ea132d47ffb43b003a6c78cb9eeadc017,Kai Er Eng,PERSON
133,018b618ea132d47ffb43b003a6c78cb9eeadc017,Benoit Delache,PERSON
134,018b618ea132d47ffb43b003a6c78cb9eeadc017,Christophe Joubert,PERSON
135,018b618ea132d47ffb43b003a6c78cb9eeadc017,Marc Grandadam,PERSON
136,01a462bf8cf2cd973d1651b991d27c9556d2ae3c,C. Montigny,PERSON
137,01a462bf8cf2cd973d1651b991d27c9556d2ae3c,H. Rothnie,PERSON
138,01a462bf8cf2cd973d1651b991d27c9556d2ae3c,Synchrotron,ORG
139,01b5ae0cce289ca9cdcebc4079f960e833cfbd79,Southern Illinois University Carbondale,ORG
140,01b5ae0cce289ca9cdcebc4079f960e833cfbd79,National Science Foundation,ORG
141,01be6aef7ae6555eef2062bddb57f8643d1244e9,State Fund for Fundamental Research of Ukraine,ORG
142,01be6aef7ae6555eef2062bddb57f8643d1244e9,Vasyliuk O.M.,PERSON
143,01be6aef7ae6555eef2062bddb57f8643d1244e9,Danylo Zabolotny Institute of Microbiology & Virology NASU,ORG
144,01bf19ea2cb2baab425377eaae3286190e9bf975,NULL,NULL
145,01c25f9838ef8e005bf720c4f76e67a9f1038ff0,NULL,NULL
146,01c6c44650ad5466cdb134a28d0b14700fa3906d,A.G. Clark,PERSON
147,01c6c44650ad5466cdb134a28d0b14700fa3906d,K.S. Pollard,PERSON
148,01c6ed4b3dee404e4d908af40ab93183b573e9ec,NULL,NULL
149,01cadfe2bb23b6989e57fce2ba744691557faa93,Public Health England,ORG
150,01cadfe2bb23b6989e57fce2ba744691557faa93,French Minstère des Armées,ORG
151,01cff21366d475b5bc294c90da89a521b510234a,Kiswa Health Centre,ORG
152,01cff21366d475b5bc294c90da89a521b510234a,Molly,PERSON
153,01cff21366d475b5bc294c90da89a521b510234a,Robert Downing,PERSON
154,01cff21366d475b5bc294c90da89a521b510234a,Benjamin D. Moser,PERSON
155,01cff21366d475b5bc294c90da89a521b510234a,Centers for Disease Control & Prevention,ORG
156,01cff21366d475b5bc294c90da89a521b510234a,Kenya Field Epidemiology & Laboratory Training Programme,ORG
157,01e22956c79df3220a67bce71cf22de95d29b723,Britta Jones,PERSON
158,01e22956c79df3220a67bce71cf22de95d29b723,Anne Broadwater,PERSON
159,01e22956c79df3220a67bce71cf22de95d29b723,David Jarrossay,PERSON
160,01e22956c79df3220a67bce71cf22de95d29b723,Robert Putnak,PERSON
161,02049ffbdb20997055c4def3516af0e6e40dd427,National Institute of Allergy & Infectious Disease,ORG
162,02049ffbdb20997055c4def3516af0e6e40dd427,National Cancer Institute,ORG
163,02049ffbdb20997055c4def3516af0e6e40dd427,National Institutes of General Medicine,ORG
164,02049ffbdb20997055c4def3516af0e6e40dd427,Valle Foundation,ORG
165,021144f6c1945b9bff9ea9e4b04b24dcf53330b4,NULL,NULL
166,0212e200dc708984bda32b474aa6a1437c6a3c3d,NULL,NULL
167,021af77daa9633d212e816cdbaf9f89240bfa3a0,National Natural Science Foundation of China,ORG
168,021af77daa9633d212e816cdbaf9f89240bfa3a0,National Key State Science & Technology Projects of China,ORG
169,021af77daa9633d212e816cdbaf9f89240bfa3a0,Jiahuai Han,PERSON
170,021af77daa9633d212e816cdbaf9f89240bfa3a0,Jianfeng,PERSON
171,021fba0f252408868fa29b65686dedb3b3d6bf02,NULL,NULL
172,02276a07ed2aa49afe07d97e7d7286b2b6fea532,NULL,NULL
173,022efb5d64e88419546d697b6a5a96e6bc8a9fab,NULL,NULL
174,0234207cba8165f1e1852b92ae0fa0d9e2f870fb,Army Research Office,ORG
175,0234207cba8165f1e1852b92ae0fa0d9e2f870fb,KAUST,ORG
176,0234207cba8165f1e1852b92ae0fa0d9e2f870fb,K. Paarporn,PERSON
177,0234207cba8165f1e1852b92ae0fa0d9e2f870fb,S. Riley,PERSON
178,023858d3191988a37587ab951db561a3db3ae2cd,Indian Council of Medical Research,ORG
179,023858d3191988a37587ab951db561a3db3ae2cd,MAS,ORG
180,023af2216525c16fa52a75b99cc91ebb03e93107,Jianhua,PERSON
181,023af2216525c16fa52a75b99cc91ebb03e93107,Shilong Fan,PERSON
182,023af2216525c16fa52a75b99cc91ebb03e93107,China National Center for Protein Science,ORG
183,023b805a96c852619186f55af4bbbdd5f9fa8156,H.-Y.W.,PERSON
184,023b805a96c852619186f55af4bbbdd5f9fa8156,Jui-Hung Shien,PERSON
185,023b805a96c852619186f55af4bbbdd5f9fa8156,Animal Disease Diagnostic Center,ORG
186,023b805a96c852619186f55af4bbbdd5f9fa8156,National Pingtung University of Science & Technology,ORG
187,023dff96542ca1e77e3a1d08a2f3893ca1ebc057,NULL,NULL
188,0241ada1b12eaacadc56a59586bc1728a580583d,Lijun Rong,PERSON
189,0241ada1b12eaacadc56a59586bc1728a580583d,Waddah Alrefai,ORG
190,0241ada1b12eaacadc56a59586bc1728a580583d,Giorgos Koutsoudakis.,PERSON
191,0241ada1b12eaacadc56a59586bc1728a580583d,Uprichard Lab,ORG
192,0241ada1b12eaacadc56a59586bc1728a580583d,University of Illinois Chicago Council,ORG
193,02480623218229a12cdbc4800defc262f7cc175c,Research Centre for Women,ORG
194,02480623218229a12cdbc4800defc262f7cc175c,Health BioBank Program,ORG
195,02480623218229a12cdbc4800defc262f7cc175c,MSH,ORG
196,02480623218229a12cdbc4800defc262f7cc175c,Charles Graham,PERSON
197,02480623218229a12cdbc4800defc262f7cc175c,Caroline Dunk,PERSON
198,02480623218229a12cdbc4800defc262f7cc175c,Vanya Peltekova,PERSON
199,02480623218229a12cdbc4800defc262f7cc175c,Ontario Institute for Cancer Research,ORG
200,02480623218229a12cdbc4800defc262f7cc175c,Jittanan,PERSON
201,024d0bef5417a110fb52607e85ec80eb4d7d92a3,NULL,NULL
202,025509677d6507aaf63c46fc8efbe60b6d63a820,VIDO-InterVac,ORG
203,0257dffb6a2cc8bdf6d252c400a38419ef256505,Grant No.,PERSON
204,0257e6797e12beb91a4a4fcd7130f90d84260718,Internal Funds,ORG
205,0263ef539a1344a642b1f4ff11aee6bc6ca84a34,ASV,ORG
206,0263ef539a1344a642b1f4ff11aee6bc6ca84a34,Judy Gaza,PERSON
207,0263ef539a1344a642b1f4ff11aee6bc6ca84a34,Manon Livernois,PERSON
208,0263ef539a1344a642b1f4ff11aee6bc6ca84a34,Zabrina Brumme,PERSON
209,026447f6e8f25d774926c5f38f8c8ae1f62aa54d,NULL,NULL
210,02652961663ca435c195fb0ed3e43642e04cfab3,NULL,NULL
211,0266337807a2aab25e7dc43967cba01860fe5d86,NULL,NULL
212,026c59766e222f22b416a6525ae3194a140b5faa,Ronald Dijkman,PERSON
213,026c59766e222f22b416a6525ae3194a140b5faa,Ulrike Reber,PERSON
214,026c59766e222f22b416a6525ae3194a140b5faa,Maarten F. Jebbink,PERSON
215,02753048c4dc699d155288935b9dc6517a79f279,Jennifer Wilson,PERSON
216,02753048c4dc699d155288935b9dc6517a79f279,Jiro Wada,PERSON
217,02753048c4dc699d155288935b9dc6517a79f279,Scott Dessain,PERSON
218,02753048c4dc699d155288935b9dc6517a79f279,Christopher Broder,PERSON
219,02766b20eeb39ff051a2f110def2e4bf8b9b010b,Qiangqiang Zhao,PERSON
220,02766b20eeb39ff051a2f110def2e4bf8b9b010b,Helin,PERSON
221,02783b0989ab6a54fd4af139d787b69b9d9d009e,NULL,NULL
222,027f86c44365e0ba6a6c26e24134c4c3e98a72ef,Golemis,PERSON
223,028382edbe67a35f1e099fa0607fa9a4922a45d1,Chen Wang,PERSON
224,028382edbe67a35f1e099fa0607fa9a4922a45d1,Ying Dai,PERSON
225,028382edbe67a35f1e099fa0607fa9a4922a45d1,Christine Wong,PERSON
226,02843e9be924677d6541e0221a26501ce2111aaa,NULL,NULL
227,0293ec2b1cf8097392297cffd06854d2f37348f4,Yinlei Zhang,PERSON
228,02974b9466bf593193d05ada669d7ff0567bb657,NULL,NULL
229,02998402c64a65e3ea2fd0fdd8f688aeebda6192,NULL,NULL
230,02a009e42054081b441d0f4b203679c4b0cae38d,USAMRIID Veterinary Medical Division,ORG
231,02a009e42054081b441d0f4b203679c4b0cae38d,Pathology Division,ORG
232,02a009e42054081b441d0f4b203679c4b0cae38d,Kevin,PERSON
233,02a009e42054081b441d0f4b203679c4b0cae38d,Postgraduate Research Participation Program,ORG
234,02a009e42054081b441d0f4b203679c4b0cae38d,Oak Ridge Institute for Science & Education,ORG
235,02a29bd2f39ecdbbb5e51a003c0bc7818029f384,NULL,NULL
236,02a9fd5f564cb3a5b6b1fdbcd9df585b8e24a2de,Xin Zhang,PERSON
237,02a9fd5f564cb3a5b6b1fdbcd9df585b8e24a2de,Gay Samuelson,PERSON
238,02aabb0b8eb8a3f3692e162442bbed19c5f915b6,NULL,NULL
239,02b20ad26d6b2f05b38712292186edbf3aa05862,NULL,NULL
240,02b8dea56378d11fe92d6a60ff37a34b0d6ea63e,NULL,NULL
241,02bfb4c09489a5f48c23e8441e37b055bf7228ee,Thailand Research Fund,ORG
242,02bfb4c09489a5f48c23e8441e37b055bf7228ee,Office of Higher Education Commission,ORG
243,02bfb4c09489a5f48c23e8441e37b055bf7228ee,Mahidol University,ORG
244,02c4e304d5e063e9bd66d293a8c1472a5865c173,NULL,NULL
245,02c9b77cb2898b1597278dbf32a0c61be93d1983,Joe Chappell,PERSON
246,02c9b77cb2898b1597278dbf32a0c61be93d1983,Danny Alexander.,PERSON
247,02c9b77cb2898b1597278dbf32a0c61be93d1983,Guo,PERSON
248,02c9b77cb2898b1597278dbf32a0c61be93d1983,Department of Energy,ORG
249,02c9b77cb2898b1597278dbf32a0c61be93d1983,NIH,ORG
250,02d808df510466b74102dd922486bf922a5ed947,NULL,NULL
251,02da3b3b4a31f4e15f06a0f076524bea9ab0f92a,Xin-Wen Chen,PERSON
252,02e34b2fe0968cb8a46313fe767858da7e2691b1,National Institutes of Health Grant,ORG
253,02e34b2fe0968cb8a46313fe767858da7e2691b1,Science Foundation Ireland,ORG
254,02fdaf97dd0af539eada2af2f1563e0d77a28f92,K. Barrymore,PERSON
255,02fdaf97dd0af539eada2af2f1563e0d77a28f92,Rocky Mountain Veterinary Branch,ORG
256,02fe68e2ba45e7f0c6f746d4b3db36f8f99ae4f5,World Bank,ORG
257,02fe68e2ba45e7f0c6f746d4b3db36f8f99ae4f5,CMS,ORG
258,0304ed96b29c38014a17bacefcc294a02c04d0a0,Federal Ministry of Education & Research,ORG
259,0304ed96b29c38014a17bacefcc294a02c04d0a0,Christoph Syldatk,PERSON
260,03148d1ba3c986ec7306ab2a90bcd6082c512f49,NULL,NULL
261,031fd47b33af0e00eeb5e76c0d010df92df6bef6,Kristen DeSanto,PERSON
262,03203ab50eb64271a9e825f94a1b1a6c46ea14b3,NULL,NULL
263,0326bf875d2a22d7c4a4328dcd34c2d801fd110e,NULL,NULL
264,0330ede445d96dd0a27f474f945d6ce2e7085f15,Gerhard Dobler,PERSON
265,0330ede445d96dd0a27f474f945d6ce2e7085f15,Karin Edlund,PERSON
266,0330ede445d96dd0a27f474f945d6ce2e7085f15,Biochemical Imaging Centre Umeå,ORG
267,033321dcd825a79a8ba380ba3d52d4ea71f45c81,NULL,NULL
268,033460fbe61491f8505732ee22a5cb3387f3e4a3,NULL,NULL
269,033b167546d99b583a32a437dc71c73bdad6e83d,Drosophila,ORG
270,034cab326c750ea98f621e9c65371b8f139fbfb4,National Institute of Allergy,ORG
271,034cab326c750ea98f621e9c65371b8f139fbfb4,Infectious Diseases Systems Biology for Infectious Diseases Research,ORG
272,035dfb6e2398c95bbf6b65db97b443908a43e093,Moctezuma Reimann,PERSON
273,035dfb6e2398c95bbf6b65db97b443908a43e093,Lia van der Hoek,PERSON
274,035dfb6e2398c95bbf6b65db97b443908a43e093,Laboratory of Experimental Virology,ORG
275,035f1d6b6c461d045fd19d69e4e9c1de221f4a0d,P. Le Chien,PERSON
276,036bbd8c099c5721274abb4067872f2a68b6193a,Theme,ORG
277,036bbd8c099c5721274abb4067872f2a68b6193a,Collaborative Innovation Center for Diagnosis & Treatment of Infectious Diseases,ORG
278,03774b269b5de5338590b1960b6468881604a3dc,NULL,NULL
279,03797126b6e6689cc02878e641e5271d3b9a5d3b,Myung Jin Lee.,PERSON
280,03797126b6e6689cc02878e641e5271d3b9a5d3b,Su Jin Choi,PERSON
281,0391c13dbb9949494913c209424ed61d3a652753,NULL,NULL
282,0396bc111213d601eeb67ae191530309bdbb6220,NIH,ORG
283,0396bc111213d601eeb67ae191530309bdbb6220,Thomas Geisbert,PERSON
284,0396bc111213d601eeb67ae191530309bdbb6220,Chad Mire,PERSON
285,0396bc111213d601eeb67ae191530309bdbb6220,Alexander Bukreyev,PERSON
286,0396bc111213d601eeb67ae191530309bdbb6220,Robert Tesh,PERSON
287,0396bc111213d601eeb67ae191530309bdbb6220,Scott Weaver,PERSON
288,0396bc111213d601eeb67ae191530309bdbb6220,Yue Qu,PERSON
289,0396bc111213d601eeb67ae191530309bdbb6220,Tetyana Buzhdygan,PERSON
290,039ca136c69c998e9a2677259d9de2941a13304a,The Consortium for Functional Glycomics,ORG
291,039ca723ee32358eb70a084eaee19e1b6adc3033,WHO,ORG
292,039ca723ee32358eb70a084eaee19e1b6adc3033,Vietnam National Institute of Hygiene & Epidemiology,ORG
293,03a158fb5fcbfccd841b4a9638e840a0302b9459,Department of.,ORG
294,03ae4b61aa2d9641f38287806612fc16f58d4299,NULL,NULL
295,03b35e72b8abfe6c88da27e72b5ecc8e77211dd2,Joyce Rousseau,PERSON
296,03b35e72b8abfe6c88da27e72b5ecc8e77211dd2,Jutta Hammermeuller,PERSON
297,03b35e72b8abfe6c88da27e72b5ecc8e77211dd2,Patrick Boerlin.,PERSON
298,03b35e72b8abfe6c88da27e72b5ecc8e77211dd2,Scott McEwen,PERSON
299,03b35e72b8abfe6c88da27e72b5ecc8e77211dd2,"Ontario Ministry of Agriculture, Food, & Rural Affairs",ORG
300,03b35e72b8abfe6c88da27e72b5ecc8e77211dd2,BW Feeds,ORG
301,03b9acce84a4799d4be1152a36abfaf52fb3b523,Social Mixing for Influenza Like Illness,ORG
302,03b9acce84a4799d4be1152a36abfaf52fb3b523,Jonathan Read,PERSON
303,03b9acce84a4799d4be1152a36abfaf52fb3b523,Szu-Ying Lee.,PERSON
304,03b9acce84a4799d4be1152a36abfaf52fb3b523,Max,PERSON
305,03bb746ba6fb4c250b5f8f9ff0e5013b2c49b8f7,NULL,NULL
306,03ca47766e6f3e8d5d71fa25d86803f82d690b38,NULL,NULL
307,03d32bf9da6495150f5016a0bf2d4b7647620c7d,PHAC,ORG
308,03d32bf9da6495150f5016a0bf2d4b7647620c7d,Diego Gomez-Nieto,PERSON
309,03d32bf9da6495150f5016a0bf2d4b7647620c7d,Rachel,PERSON
310,03d40dcd5d29728439528bd955afcba42bc0c2b9,Liangzhi Xie,PERSON
311,03d40dcd5d29728439528bd955afcba42bc0c2b9,Zheng Li,PERSON
312,03d7c96afa37141562c3ac9297882dbe59d2e0e4,French Sentinel Network,ORG
313,03d7c96afa37141562c3ac9297882dbe59d2e0e4,French Institute for Public Health Surveillance,ORG
314,03d7c96afa37141562c3ac9297882dbe59d2e0e4,European Union,ORG
315,03dce266594748330a10d2d11dbe611bf42aa42d,Holcomb Awards Committee Faculty Research Grant,ORG
316,03dce266594748330a10d2d11dbe611bf42aa42d,Butler University,ORG
317,03e779f9defa0b9cb6a9943947e41b9c1532e3d3,NULL,NULL
318,03e9a22249dd6e201e347bb87cf96a931120f5c5,Ashton Kutcher,PERSON
319,03e9a22249dd6e201e347bb87cf96a931120f5c5,Jonathan Ledecky,PERSON
320,03e9a22249dd6e201e347bb87cf96a931120f5c5,Nancy Paduano,PERSON
321,03e9a22249dd6e201e347bb87cf96a931120f5c5,Friedman Family Foundation,ORG
322,03e9a22249dd6e201e347bb87cf96a931120f5c5,Northeast Center of Excellence for Bio-defense,ORG
323,03f315449023c980e42af7eb150d0cd9cab57f5a,National Institute of Allergy & Infectious Diseases,ORG
324,03fa4232b3fbc44b6029d52c3120f4e82fdc49c0,Council for Scientific & Industrial Research,ORG
325,03fa4232b3fbc44b6029d52c3120f4e82fdc49c0,Ernst,PERSON
326,03fa4232b3fbc44b6029d52c3120f4e82fdc49c0,Ethel Erikson Trust,PERSON
327,03fa4232b3fbc44b6029d52c3120f4e82fdc49c0,Novartis,ORG
328,03fd3a4ec79ffea2a049338b2818457e98496df6,NULL,NULL
329,0401a5bebe76fc07dde0f103a248118ce30facda,Kenya Medical Research Institute,ORG
330,0401a5bebe76fc07dde0f103a248118ce30facda,Department of Virology,ORG
331,04034022f265da392051b3e3fcef2e580247d6c4,NULL,NULL
332,040c9714be80e4a337f6737d17e94171c25cc076,German Research Foundation,ORG
333,040c9714be80e4a337f6737d17e94171c25cc076,German Academic Exchange Service,ORG
