ID,PaperID,EntityName,EntityType
77,09892e597bdc1ded9eb5922b4f3d41e041d6634a,A.G,ORG
78,09892e597bdc1ded9eb5922b4f3d41e041d6634a,National Science Centre,ORG
79,09b6706748f0c1ae0da436ac2dfac9052b84e4ea,NULL,NULL
80,09c9fcabc66a106e01ef42247cbd86b6d85bd67f,NULL,NULL
81,09ec8daa8e32168d92d05b86de1784c639685fb4,Alejandro Cohen,PERSON
82,09fd48d0e1f60fa69b68ebd54bd5d71fc08dec96,NULL,NULL
83,0a27cb2cd52229472fcfc3e49d3a3cb7179867e4,NULL,NULL
84,0a2a28cb82e7a03af0a9fad4fd4c68c9fdac2477,NULL,NULL
85,0a32446730827ad8152c6a61e4738e4e0b231412,NULL,NULL
86,0a43046c154d0e521a6c425df215d90f3c62681e,NULL,NULL
87,0a54bc995e2c2b9bd0eff65aa7c00815fc16008d,NULL,NULL
88,0ab795fc615df6457551a8e231dce1f268eef9d2,Jingping Yuan,PERSON
89,0ab795fc615df6457551a8e231dce1f268eef9d2,Honglin,PERSON
90,0acc1f9a1c333a9a6b2dbba4a252d7576f024783,NULL,NULL
91,0aff00101d5ccc6592987185ab833f95d842f98b,NIH,ORG
92,0aff00101d5ccc6592987185ab833f95d842f98b,Bristol-Myers Squibb,ORG
93,0aff00101d5ccc6592987185ab833f95d842f98b,Pfizer,ORG
94,0b282573f5c63c943021c10ca39a1ed21acfb429,Government,ORG
95,0b282573f5c63c943021c10ca39a1ed21acfb429,MINECO,ORG
96,0b282573f5c63c943021c10ca39a1ed21acfb429,FEDER,ORG
97,0b282573f5c63c943021c10ca39a1ed21acfb429,Intesa Sanpaolo Innovation Center,ORG
98,0b282573f5c63c943021c10ca39a1ed21acfb429,Natural Science Foundation,ORG
99,0b460e73926eb107001c95c0dfeae2362b4251b0,The National Natural Science Foundation of China,ORG
100,0b4b4e5bb8d0d5167eec1e203b5dad283bd364a5,NULL,NULL
101,0bd443591b5e10934beef050b516afeca6b668fe,NULL,NULL
102,0c27c0ddaa4761f6155838df81a88d24619720f8,NULL,NULL
103,0c79ed35d20378f35456a55195abe7fb89a2990c,NULL,NULL
104,0c937df4094dd69cc90aeb5e69de2064094b71cf,Istvan Csabai,PERSON
105,0c937df4094dd69cc90aeb5e69de2064094b71cf,Carlo Graziani,PERSON
106,0cad40f50e41144e8b64744251515eca8cfac5f7,Chen,PERSON
107,0cad40f50e41144e8b64744251515eca8cfac5f7,Jie Xu,PERSON
108,0cad40f50e41144e8b64744251515eca8cfac5f7,Wenling,PERSON
109,0cb9c296684ca5e71462d825cab2827854a01544,Bob,PERSON
110,0cb9c296684ca5e71462d825cab2827854a01544,Jean Smith Foundation,ORG
111,0cb9c296684ca5e71462d825cab2827854a01544,Micah Gearhart,PERSON
112,0d0bb3af5f5665e4b529c7307b56ea40202ebc5d,European Center for Disease Prevention,ORG
113,0d4432c32daefa6f0d711ca35eca81188e0bccdf,Kevin,PERSON
114,0d4432c32daefa6f0d711ca35eca81188e0bccdf,NIGMS,ORG
115,0d7964c665ff0107c674bc6dab8f252cab08038e,Ed Farnell,PERSON
116,0d7964c665ff0107c674bc6dab8f252cab08038e,Emily Clemente,PERSON
117,0d7964c665ff0107c674bc6dab8f252cab08038e,John Rayner,PERSON
118,0da2ec30d7dfdef624833a36890f0297f19d09ec,NULL,NULL
119,0e154f30a23e2d11bc5674354f3f7c74fb6a0008,Prof,PERSON
120,0e154f30a23e2d11bc5674354f3f7c74fb6a0008,Gianluca Pollastri,PERSON
121,0e2ba405f636e06821999876cd82c00e26404b43,NULL,NULL
122,0e68648eb34965522da908cb05869e0176fd4307,NULL,NULL
123,0e88d4fb23740a8d59ec3b36256db8f99231929d,NULL,NULL
124,0eda8331214ca028350b07e2953702f3078a105e,NULL,NULL
125,0ee75b3dd25efc988f0171d5cc9b3586c5ab46c3,NULL,NULL
126,0eee9760aee0ca2fdf8d1d215c3689d5f8d84df5,NULL,NULL
127,0f1faecb3cb3cf441c0092fa858da8616c274a73,NULL,NULL
128,0f3402fa5b44e121d410ec73dfc21937074e5fa3,Qiao Liu,PERSON
129,0f3402fa5b44e121d410ec73dfc21937074e5fa3,Li H,PERSON
130,0f3402fa5b44e121d410ec73dfc21937074e5fa3,Jin CC,PERSON
131,0f3402fa5b44e121d410ec73dfc21937074e5fa3,Sun XP,PERSON
132,0f8261c63cdeeb5c2bf9294eba2954e1ca71b244,Baidu Inc.,ORG
133,0f8261c63cdeeb5c2bf9294eba2954e1ca71b244,Yanyan Zhu,PERSON
134,0f8261c63cdeeb5c2bf9294eba2954e1ca71b244,Shuhao Lai,PERSON
135,0f8261c63cdeeb5c2bf9294eba2954e1ca71b244,Bill & Melinda,ORG
136,0fa18c47543c3ce69a3c9e4d77958c4d3691b1ed,Tanja Mijatovic,PERSON
137,0fbb18050e29ca78191625d42576b1c574027377,Guoping Ren,PERSON
138,0fd300aefb704c20f32152b97b6194015f1c74e7,NULL,NULL
139,0ff4ad5359ee2df3568605385a8616d8da66bf2c,Daihai,PERSON
140,0ff4ad5359ee2df3568605385a8616d8da66bf2c,Natural Sciences,ORG
141,0ff4ad5359ee2df3568605385a8616d8da66bf2c,Engineering Research Council,ORG
142,0ff4ad5359ee2df3568605385a8616d8da66bf2c,Canadian Institutes of Health Research,ORG
143,10138816c67a562b55bc9c2b882b62c81fc4b062,National Natural Science Foundation,ORG
144,103dbbec77e480d9253910ae29263b3aef443b2f,NULL,NULL
145,10424da2599f0258bfaf71a3186b999ab2d747d0,Clemson University,ORG
146,10424da2599f0258bfaf71a3186b999ab2d747d0,National Wildlife Refuge Association,ORG
147,10525ac89e46be4cb9cb9fd1131d28411a902047,USAID Center for Accelerating Innovation,ORG
148,10525ac89e46be4cb9cb9fd1131d28411a902047,Centre,ORG
149,10525ac89e46be4cb9cb9fd1131d28411a902047,Department for International Development,ORG
150,10525ac89e46be4cb9cb9fd1131d28411a902047,Bill & Melinda Gates Foundation,ORG
151,105f9cfdb912d315c4d08957c26512b083145134,UGC,ORG
152,106f10eaae4fb67aca5b2bd737ce2bf1c27fa243,Mark Howells,PERSON
153,106f10eaae4fb67aca5b2bd737ce2bf1c27fa243,Susan Broadway,PERSON
154,106f10eaae4fb67aca5b2bd737ce2bf1c27fa243,Jonathan Martinson,PERSON
155,106f10eaae4fb67aca5b2bd737ce2bf1c27fa243,ARCS Foundation,ORG
156,106f10eaae4fb67aca5b2bd737ce2bf1c27fa243,American Museum of Natural History Theodore Roosevelt Memorial Fund,ORG
157,106f10eaae4fb67aca5b2bd737ce2bf1c27fa243,American Museum of Natural History Taxonomic Mammalogy Fund,ORG
158,106f10eaae4fb67aca5b2bd737ce2bf1c27fa243,Henry Dale Fellowship,ORG
159,107f0d5a47f48f85d6645cac0e7008edc4d9d8cd,Janine Caira,PERSON
160,107f0d5a47f48f85d6645cac0e7008edc4d9d8cd,Mark Urban,PERSON
161,107f0d5a47f48f85d6645cac0e7008edc4d9d8cd,National Science Foundation Graduate Research Fellowship Program,ORG
162,107f0d5a47f48f85d6645cac0e7008edc4d9d8cd,a Jorgensen Fellowship,ORG
163,107f0d5a47f48f85d6645cac0e7008edc4d9d8cd,NSF,ORG
164,107f0d5a47f48f85d6645cac0e7008edc4d9d8cd,Sigma Xi,PERSON
165,107f0d5a47f48f85d6645cac0e7008edc4d9d8cd,University of Connecticut Department of Ecology & Evolutionary Biology,ORG
166,107f0d5a47f48f85d6645cac0e7008edc4d9d8cd,Office of the Vice President for Research,ORG
167,10a6153b5187c8c61c74afff8f87113422211d27,Basic Science Research Program,ORG
168,10a6153b5187c8c61c74afff8f87113422211d27,JST,ORG
169,10aa307dc5239e819a19dd696b7f3e5bd34a37b1,NULL,NULL
170,10abb3e977aa476a39bce4f1feda37c2e1250106,C. T. Shek,PERSON
171,110b4b089bd757bd54587c2ab3262a374462c098,Jun-Cheng Liang,PERSON
172,110b4b089bd757bd54587c2ab3262a374462c098,Xiang-Ping Qiu,PERSON
173,111b9a6e91c938696fcdb4cb128b8ae739dbe11c,Clinical Research Pilot Project,ORG
174,112e05c31018c816d0bd9ee64336eba79ee786ac,Chia-Lin Lee,PERSON
175,112e05c31018c816d0bd9ee64336eba79ee786ac,Taiwan CDC,ORG
176,114ed64f52f503d9d2e2ba1fd1ee62b0a168cd84,NULL,NULL
177,115fad0dccbe00455572ee7f336b6c5b139ef4d3,CNN,ORG
178,11875dfda6cd04d5032611edf0e340582ceb620f,NULL,NULL
179,11bb388ea0dbb352e25fcbc8614bfd6e62831e8b,NULL,NULL
180,11c04553ff7a7996ee5dd75446e20aad20714fce,National Quarantine Unit,ORG
181,11c04553ff7a7996ee5dd75446e20aad20714fce,Nebraska Biocontainment Unit,ORG
182,11c04553ff7a7996ee5dd75446e20aad20714fce,University of Nebraska Medical Center Author,ORG
183,11c04553ff7a7996ee5dd75446e20aad20714fce,J.J.L.,ORG
184,11c04553ff7a7996ee5dd75446e20aad20714fce,J.S.,PERSON
185,11edcc84add7b4bfe1f7cc84068a06ff9b7398b2,Di An,PERSON
186,11edcc84add7b4bfe1f7cc84068a06ff9b7398b2,Hongxu Li,PERSON
187,11f96d05db6854ef95312aa3a4736724ce1f02d6,John Edmunds,PERSON
188,11f96d05db6854ef95312aa3a4736724ce1f02d6,Annelies Wilder-Smith,PERSON
189,1218f278a4f8d83dac14b23c8f698062812ef9d5,Althaus,PERSON
190,1218f278a4f8d83dac14b23c8f698062812ef9d5,National Science Foundation,ORG
191,12262a00a622d417215d144ed36c5277a28ddf47,J. Eliasova,PERSON
192,123db7cdec9fc63aa09782ea9f4267603be8f74d,Z. Gartner,PERSON
193,123db7cdec9fc63aa09782ea9f4267603be8f74d,C. Zamecnik.,PERSON
194,123db7cdec9fc63aa09782ea9f4267603be8f74d,UCSF,ORG
195,123db7cdec9fc63aa09782ea9f4267603be8f74d,Genentech Pre-Doctoral Fellowship,ORG
196,123db7cdec9fc63aa09782ea9f4267603be8f74d,National Institute of General Medical Sciences,ORG
197,125677351ae5741aaf5aa34ba088e4328584450d,NULL,NULL
198,12920263b2846c61d6f2b6105189367a8ff1bc39,NULL,NULL
199,12c8ef5614d9a35bed3ff95a3b1dc971842514fe,Paul Ahlquist,PERSON
200,12c8ef5614d9a35bed3ff95a3b1dc971842514fe,Johan den Boon,PERSON
201,12c8ef5614d9a35bed3ff95a3b1dc971842514fe,Igor A. Sidorov,PERSON
202,12fac9aedb1a09a3922a3c084ce4723708e463d6,NULL,NULL
203,132837acbb324a3845909b6482b90045b25519ca,NULL,NULL
204,136ee862ad53b606c8f2bea917b9705f5079e88e,G.R.,ORG
205,136ee862ad53b606c8f2bea917b9705f5079e88e,János Bolyai Research Scholarship,ORG
206,138d4617f4f4984bec9cf2c7540fed533d9e4d6e,NIH,ORG
207,138d4617f4f4984bec9cf2c7540fed533d9e4d6e,Chris Thurston,PERSON
208,138d4617f4f4984bec9cf2c7540fed533d9e4d6e,Spencer Rose,PERSON
209,138d4617f4f4984bec9cf2c7540fed533d9e4d6e,Allyn Nakashima,PERSON
210,138d4617f4f4984bec9cf2c7540fed533d9e4d6e,BioFire Diagnostics,ORG
211,138d4617f4f4984bec9cf2c7540fed533d9e4d6e,BioFire Defense,ORG
212,139b9a993204af8852fbdb685a455ee770eb481a,NULL,NULL
213,13ae98eab669b1fc1a8b3221e584ffae032a0cde,NULL,NULL
214,13bdc1078ca5091bfd346a4ecc5dacb6566480d9,Protein Data Bank,ORG
215,13bf9fe0df944c0ee0debb0d445527ad4418cc19,NULL,NULL
216,14083b334f48819d6a42a2ed917adfa200c59df4,NULL,NULL
217,14220553c9160c06bb99f59d59e6a8ecf3595226,NULL,NULL
218,14783283da3482bf2aab4e6100fe4ea5c29d8db7,NULL,NULL
219,14b60a25791d523218d16573129f3c7e317b7f37,NULL,NULL
220,151878038cf26f6f2b2ec8a391e6c4d425211ca5,Ricerca Corrente,ORG
221,158e546658e42ab0a89d174bc9facb437a034df6,NULL,NULL
222,159a2b9cfa1b6755a09de95d76dad5490e6a2bb9,NULL,NULL
223,159ba7c964dc99d71f35411ce8733f6160b141bd,NULL,NULL
224,15ad534bb2ec7bc4b0ee83ddac11a1b837d743c6,Lian Guo,PERSON
225,15ad534bb2ec7bc4b0ee83ddac11a1b837d743c6,Chunhui Lang,PERSON
226,15ba463df9c6f382b8bff4561b5c84617d1f7159,NULL,NULL
227,15bad8368522a05f32dee771e5a8259f0e9cbbfd,Barak Raveh,PERSON
228,15e5dd0eb126bfe384c25ba551317eb9ba2ad1ef,NULL,NULL
229,160ecaaa5a766c289fc2f6b5499f0dfe7aab971c,NULL,NULL
230,164b0678afc42f1923aa100b624ca969a53fb3b2,NULL,NULL
231,169886ed560d25fc250346b0eb02b9b5fa73e5f9,NULL,NULL
232,16f0732b9fee4779a3eb38280b344f866692d346,Shenyang Major Science & Technology Innovation R&D Program,ORG
233,16f0732b9fee4779a3eb38280b344f866692d346,Editage,PERSON
234,16f1fab1289587610e879c3d39ec74c12d42c651,Jilin Science & Technology Development Program,ORG
235,16fc3ea80fcf22241771cba8952982d0faf82a66,Dario Ackermann,PERSON
236,16fc3ea80fcf22241771cba8952982d0faf82a66,Emma Slack,PERSON
237,16ffae6b21685dfcd71c62398ba65adefc9b5d44,Master of Public Health Program,ORG
238,17307ab6eda64e1538da204c02114dd36a9b7fd6,NULL,NULL
239,17643a57b92abf0d6635d308949e78de2ecc7f66,NULL,NULL
240,179df1e769292dd113cef1b54b0b43213e6b5c97,NULL,NULL
241,17bc8a3fc60e75b5c789089db53fc8c609737fd3,Estéban Finol,PERSON
242,17bc8a3fc60e75b5c789089db53fc8c609737fd3,Mariano Garcia-Blanco,PERSON
243,17bc8a3fc60e75b5c789089db53fc8c609737fd3,NCBI,ORG
244,17bc8a3fc60e75b5c789089db53fc8c609737fd3,Vince Calhoun,PERSON
245,17bc8a3fc60e75b5c789089db53fc8c609737fd3,Intramural Research Program,ORG
246,17bc8a3fc60e75b5c789089db53fc8c609737fd3,National Cancer Institute,ORG
247,17bc8a3fc60e75b5c789089db53fc8c609737fd3,Intramural Research,ORG
248,17de28ebcf5e84031aec3acd10e45e62bc14f594,Liang Peng,PERSON
249,17e5527defb9efc3bcd2e23b0d491cbc9be93670,Yale-New Haven Hospital,ORG
250,180c88b68816bbb6eb57aa515a3aec4020178729,NULL,NULL
251,181b7b57851e6f58a601b68e613d10c10616f774,LABoratories,ORG
252,181b7b57851e6f58a601b68e613d10c10616f774,GISAID,ORG
253,181b7b57851e6f58a601b68e613d10c10616f774,General Research Fund,ORG
254,189e553cea69b8eca43a7c51399bf9a327538c97,NULL,NULL
255,189ebc4f63c934960c6627e9b4138955ffe12f1d,NIH,ORG
256,18d2115a15ed7d4f2be6ffe83165bfe3859b3462,Prof,PERSON
257,18d2115a15ed7d4f2be6ffe83165bfe3859b3462,Yingsong Wu,PERSON
258,18d2115a15ed7d4f2be6ffe83165bfe3859b3462,Shenzhen University,ORG
259,18dc6a67045d2687d2b5c11c85797f42824ed243,National Natural Science Foundation of China,ORG
260,197fdd3ee5d64808d5079bf839cfcc6b6e03ac75,Univ,ORG
261,197fdd3ee5d64808d5079bf839cfcc6b6e03ac75,Warwick,ORG
262,197fdd3ee5d64808d5079bf839cfcc6b6e03ac75,M. Hairer,PERSON
263,197fdd3ee5d64808d5079bf839cfcc6b6e03ac75,J. Ball,PERSON
264,1983cbc32412a9a7b1601b6778605f9e98ab69e0,Iswar Hariharan,PERSON
265,1983cbc32412a9a7b1601b6778605f9e98ab69e0,King LAB,ORG
266,1983cbc32412a9a7b1601b6778605f9e98ab69e0,Kayley Hake,PERSON
267,1983cbc32412a9a7b1601b6778605f9e98ab69e0,Thibaut Brunet.,PERSON
268,1983cbc32412a9a7b1601b6778605f9e98ab69e0,Vincent J. Coates Genomics Sequencing Laboratory,ORG
269,19a08cc1423d6006b2251bdcfd142f88db7002e7,NULL,NULL
270,19bc9648d12dc6b7ca757f82dcd182c03111691e,Prof,PERSON
271,19e096b2ffdf2d39fa0e28a263bc20a3323bcb5f,NULL,NULL
272,1a12cc7d49d8521bec5d447ebb413cbcf5aca8f4,NULL,NULL
273,1a48450da54865731ffe01c0e289a63065b3b1fd,Tianyou Hospital,ORG
274,1a791c5c6543aca9391b77ae58b79d7ddf3c1f3c,Wendy Weichert,PERSON
275,1a791c5c6543aca9391b77ae58b79d7ddf3c1f3c,Lubov Neznanova,PERSON
276,1a9c229f4f866db4f9c23a77b8c1275b52407c64,NULL,NULL
277,1a9d52bf91d858565ab0ccc8cab03e919ef6e5c3,NULL,NULL
278,1ad1d4b84aea4ceaf05c62a1ad04e7150f7f4684,NULL,NULL
279,1b172e179f17f34d95751998032355427afa78e8,NULL,NULL
280,1b4ab28a9391d516e1753874c73d2d244104f825,KAUST Supercomputing Laboratory,ORG
281,1b4ab28a9391d516e1753874c73d2d244104f825,Muhammad Saif,PERSON
282,1b531d266b4933bf8040739ed199914655b075d6,NULL,NULL
283,1b9fed2824e97db8cb35912549dd2e9cde7b6c18,NULL,NULL
284,1bc752b7e38185b9a02b1817161fcdf33d942d67,NULL,NULL
285,1bd626c6e2bf333c14247fa3e4781bf8764caf3c,Ronan O'Leary,PERSON
286,1bd626c6e2bf333c14247fa3e4781bf8764caf3c,Tom Borchert,PERSON
287,1c02f14de3ae4c5e26600b073ec6396caefb3830,NULL,NULL
288,1c06378f629bfa8870c89b3abfdecfc19db9b459,Svenska Sällskapet för Medicinsk Forskning,ORG
289,1c0b25c8e3c89243fd8797e2e964e12689bc8556,Yerkes,ORG
290,1c1f6785cf5735262d360b33346dd533f6e6b363,Vana Sypsa,PERSON
291,1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,Christian Sinzger,PERSON
292,1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,EGFP,ORG
293,1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,ViroNovative,PERSON
294,1c66ec8950cbd1e0f0d4bc4a43ba9c79411cc5fa,Erasmus MC,ORG
295,1d2947d5c0addcbbcfa71d87ea074a8b6ff2a973,NULL,NULL
296,1d2e66528cfb3f754157404a225d551f6cdab1ae,Medical Research Council,ORG
297,1d2e66528cfb3f754157404a225d551f6cdab1ae,Louise Matthews,PERSON
298,1d2e66528cfb3f754157404a225d551f6cdab1ae,Paul Johnson,PERSON
299,1d2e66528cfb3f754157404a225d551f6cdab1ae,Beatrix,PERSON
300,1d882d90109fb4496088342cf2bcaa4fec40cf9f,Melinda Gates Foundation,ORG
301,1d882d90109fb4496088342cf2bcaa4fec40cf9f,NTD Modelling Consortium,ORG
302,1d882d90109fb4496088342cf2bcaa4fec40cf9f,MRC,ORG
303,1d882d90109fb4496088342cf2bcaa4fec40cf9f,EPSRC,ORG
304,1d882d90109fb4496088342cf2bcaa4fec40cf9f,Marinella Capriati,PERSON
305,1d882d90109fb4496088342cf2bcaa4fec40cf9f,Monica Chapman.,PERSON
306,1d882d90109fb4496088342cf2bcaa4fec40cf9f,London School of Hygiene,ORG
307,1dbcf165dd450ed080bcea6594ad70dc53c7ba2e,NULL,NULL
308,1dd898b5ca1ae70ec0e3cad89fc87a165002a99e,NULL,NULL
309,1df9ce60e358f6cef0be3f6e15fe2a9c6f93f39c,NULL,NULL
310,1dfcd4615a8763e053bd2fdb845f09fab68109f1,B.Linas,PERSON
311,1dfcd4615a8763e053bd2fdb845f09fab68109f1,J.Andrews,PERSON
312,1e45cd5feb7928bbc8bcd524d9c6b7adeae08a6b,NULL,NULL
313,1e48223ccda9ec1fa91dc5f2348e40c217c513e7,COVID,ORG
314,1e48223ccda9ec1fa91dc5f2348e40c217c513e7,Zoe Global Limited,ORG
315,1e48223ccda9ec1fa91dc5f2348e40c217c513e7,Medical Research Council/British Heart Foundation Ancestry,ORG
316,1e48223ccda9ec1fa91dc5f2348e40c217c513e7,Wellcome Trust,ORG
317,1e48223ccda9ec1fa91dc5f2348e40c217c513e7,National Institute for Health Research,ORG
318,1e9cafd54968d935da52bdcae678df1e6ec2b650,Zoonoses Anticipation & Preparedness Initiative,ORG
319,1e9cafd54968d935da52bdcae678df1e6ec2b650,IMI,ORG
320,1e9cafd54968d935da52bdcae678df1e6ec2b650,European Commission,ORG
321,1eaa329f608055620a57e6273e9d1c409de1e9ee,Daniel Claire,PERSON
322,1eaa329f608055620a57e6273e9d1c409de1e9ee,Rebecca Thompson,PERSON
323,1eaa329f608055620a57e6273e9d1c409de1e9ee,Neil Ranson,PERSON
324,1eaa329f608055620a57e6273e9d1c409de1e9ee,Wellcome,ORG
325,1eaa329f608055620a57e6273e9d1c409de1e9ee,European Commission,ORG
326,1eaa329f608055620a57e6273e9d1c409de1e9ee,Dale Wigley,PERSON
327,1eaa329f608055620a57e6273e9d1c409de1e9ee,Chris,PERSON
328,1eb2a0cf3757558a49f6ad91294a832b04ca6353,NULL,NULL
329,1eb535ddf2778323e8af948d6e79865118276183,NULL,NULL
330,1ee4cc235ce07b2d08d989e9001e2f4bd9af3138,NULL,NULL
331,1ef4b7e4a7fad1570e093426bb5aec602b0ae237,Bruce Ganem,PERSON
332,1ef4b7e4a7fad1570e093426bb5aec602b0ae237,John Muckstadt,PERSON
333,1f632ba80bc3f4c8a48b5d436dd843c3c48bbcf2,NULL,NULL
334,1f65cad83a480573c71ab26c4a544757ff66067d,NULL,NULL
335,1f783a5e029f80516169b19fe6e0dacc1e171f87,NIHR Oxford Biomedical Research Centre,ORG
336,1f80f32ab88715153f9690b096115e53f2fd6121,NULL,NULL
337,1f9d3f9a1a0e8db6a086e0a2b5ba50cf9f235dae,Greg Babbitt,PERSON
338,1f9d3f9a1a0e8db6a086e0a2b5ba50cf9f235dae,David McCandlish,PERSON
339,1f9d3f9a1a0e8db6a086e0a2b5ba50cf9f235dae,Ashley Acevedo,PERSON
